,レース,芝ダ,距離,天候,馬場,着順,馬番,性齢,斤量,騎手,単勝,人気,馬体重,増減
1965,5,芝,1800m,曇,稍重,4,7,牡3,56,"
吉田隼人
",10.8,6,466,+4
1966,5,芝,1800m,曇,稍重,5,12,牡3,56,"
北村宏司
",44.1,9,444,0
1967,5,芝,1800m,曇,稍重,6,3,牡3,54,"
武藤雅
",5.4,2,462,-4
1968,5,芝,1800m,曇,稍重,7,11,牡3,56,"
勝浦正樹
",34.9,8,428,-4
1969,5,芝,1800m,曇,稍重,8,4,牡3,56,"
石橋脩
",7.2,4,490,0
1970,5,芝,1800m,曇,稍重,9,16,牡3,56,"
松岡正海
",173.9,12,496,-4
1971,5,芝,1800m,曇,稍重,10,5,牝3,54,"
ミナリク
",128.8,10,426,0
1972,5,芝,1800m,曇,稍重,11,2,牝3,54,"
柴田大知
",31.4,7,422,0
1973,5,芝,1800m,曇,稍重,12,8,牡3,56,"
丹内祐次
",165.8,11,462,+12
1974,5,芝,1800m,曇,稍重,13,15,牝3,54,"
嘉藤貴行
",853.3,16,416,-6
1975,5,芝,1800m,曇,稍重,14,9,牡3,56,"
武士沢友
",525.3,15,458,-2
1976,5,芝,1800m,曇,稍重,15,14,牡3,56,"
藤岡佑介
",203.5,13,404,-4
1977,5,芝,1800m,曇,稍重,16,10,牡3,56,"
的場勇人
",306.1,14,456,0
1978,6,ダート,1200m,曇,不良,1,5,牡3,56,"
ミナリク
",31.7,9,480,+12
1979,6,ダート,1200m,曇,不良,2,1,牝3,52,"
武藤雅
",25.0,7,448,-2
1980,6,ダート,1200m,曇,不良,3,13,牡3,56,"
戸崎圭太
",4.1,2,452,-6
1981,6,ダート,1200m,曇,不良,4,10,牝3,54,"
横山典弘
",1.7,1,444,0
1982,6,ダート,1200m,曇,不良,5,6,牡3,56,"
大野拓弥
",31.0,8,462,-2
1983,6,ダート,1200m,曇,不良,6,3,牡3,56,"
北村宏司
",18.7,5,456,-10
1984,6,ダート,1200m,曇,不良,7,4,牝3,54,"
吉田隼人
",66.1,10,462,-18
1985,6,ダート,1200m,曇,不良,8,9,牡3,56,"
池添謙一
",7.7,3,482,-4
1986,6,ダート,1200m,曇,不良,9,2,牡3,56,"
柴田大知
",104.8,11,440,0
1987,6,ダート,1200m,曇,不良,10,12,牝3,54,"
勝浦正樹
",11.6,4,464,+4
1988,6,ダート,1200m,曇,不良,11,11,牝3,54,"
岩部純二
",587.7,13,466,+2
1989,6,ダート,1200m,曇,不良,12,8,牡3,56,"
嘉藤貴行
",504.2,12,442,+2
1990,6,ダート,1200m,曇,不良,13,7,牝3,54,"
藤岡佑介
",23.4,6,462,0
1991,7,芝,外1600m,曇,稍重,1,8,牝3,54,"
石橋脩
",6.3,2,454,-2
1992,7,芝,外1600m,曇,稍重,2,5,牝3,54,"
内田博幸
",7.9,3,430,+12
1993,7,芝,外1600m,曇,稍重,3,2,牡3,56,"
蛯名正義
",14.3,4,450,-2
1994,7,芝,外1600m,曇,稍重,4,3,牡3,56,"
三浦皇成
",15.1,6,466,-4
1995,7,芝,外1600m,曇,稍重,5,6,牡3,56,"
戸崎圭太
",1.4,1,506,+4
1996,7,芝,外1600m,曇,稍重,6,1,牡3,56,"
江田照男
",22.5,7,442,+18
1997,7,芝,外1600m,曇,稍重,7,9,牡3,56,"
黛弘人
",14.7,5,436,-4
1998,7,芝,外1600m,曇,稍重,8,4,牝3,54,"
大庭和弥
",111.7,9,430,-2
1999,7,芝,外1600m,曇,稍重,9,7,牡3,56,"
二本柳壮
",106.7,8,508,0
2000,8,ダート,1200m,曇,重,1,15,牝4,55,"
蛯名正義
",5.6,3,436,-12
2001,8,ダート,1200m,曇,重,2,10,牝5,53,"
武藤雅
",2.9,1,468,+4
2002,8,ダート,1200m,曇,重,3,5,牝5,55,"
田中勝春
",8.2,4,478,0
2003,8,ダート,1200m,曇,重,4,1,牝4,55,"
三浦皇成
",24.5,7,426,+2
2004,8,ダート,1200m,曇,重,5,8,牝5,55,"
江田照男
",40.1,9,458,+2
2005,8,ダート,1200m,曇,重,6,9,牝6,55,"
嘉藤貴行
",44.7,11,472,+8
2006,8,ダート,1200m,曇,重,7,7,牝5,55,"
大野拓弥
",44.6,10,460,-4
2007,8,ダート,1200m,曇,重,8,6,牝6,55,"
ミナリク
",28.9,8,490,-4
2008,8,ダート,1200m,曇,重,9,11,牝5,55,"
勝浦正樹
",45.3,12,466,+2
2009,8,ダート,1200m,曇,重,10,4,牝4,55,"
武士沢友
",152.5,14,490,+2
2010,8,ダート,1200m,曇,重,11,13,牝4,55,"
柴田大知
",55.3,13,456,0
2011,8,ダート,1200m,曇,重,12,2,牝5,55,"
田辺裕信
",3.4,2,472,-6
2012,8,ダート,1200m,曇,重,13,12,牝5,55,"
内田博幸
",19.4,6,494,-10
2013,8,ダート,1200m,曇,重,14,14,牝4,55,"
松岡正海
",15.0,5,438,-20
2014,8,ダート,1200m,曇,重,15,16,牝5,52,"
野中悠太
",325.6,16,392,-38
2015,8,ダート,1200m,曇,重,16,3,牝4,55,"
伊藤工真
",208.0,15,432,+36
2016,9,芝,外1200m,曇,稍重,1,13,牡5,57,"
柴田善臣
",4.1,2,440,-2
2017,9,芝,外1200m,曇,稍重,2,6,牡4,57,"
松岡正海
",16.7,5,460,-2
2018,9,芝,外1200m,曇,稍重,3,8,牡5,57,"
大野拓弥
",45.7,11,536,+12
2019,9,芝,外1200m,曇,稍重,4,16,牡4,57,"
勝浦正樹
",11.7,3,466,+6
2020,9,芝,外1200m,曇,稍重,5,5,牝5,55,"
北村宏司
",19.9,7,498,+8
2021,9,芝,外1200m,曇,稍重,6,14,牝6,55,"
蛯名正義
",23.0,9,448,0
2022,9,芝,外1200m,曇,稍重,7,3,牡4,57,"
戸崎圭太
",1.8,1,490,+2
2023,9,芝,外1200m,曇,稍重,8,2,牡6,57,"
三浦皇成
",20.9,8,454,0
2024,9,芝,外1200m,曇,稍重,9,12,牝5,55,"
内田博幸
",15.1,4,450,-10
2025,9,芝,外1200m,曇,稍重,10,7,牝6,55,"
丹内祐次
",131.9,14,478,+8
2026,9,芝,外1200m,曇,稍重,11,15,牡5,57,"
ミナリク
",40.3,10,496,+10
2027,9,芝,外1200m,曇,稍重,12,1,牡4,57,"
江田照男
",125.6,13,458,0
2028,9,芝,外1200m,曇,稍重,13,9,牝6,55,"
柴田大知
",101.1,12,484,-2
2029,9,芝,外1200m,曇,稍重,14,10,牝4,55,"
吉田隼人
",432.1,16,432,+8
2030,9,芝,外1200m,曇,稍重,15,4,牝5,55,"
田辺裕信
",18.6,6,492,0
2031,9,芝,外1200m,曇,稍重,16,11,セ4,57,"
木幡初広
",351.7,15,506,-4
2032,10,芝,2500m,晴,稍重,1,1,牡5,55,"
藤岡佑介
",3.1,1,524,-4
2033,10,芝,2500m,晴,稍重,2,4,牡4,55,"
戸崎圭太
",12.1,5,492,-22
2034,10,芝,2500m,晴,稍重,3,6,牡5,55,"
田辺裕信
",3.2,2,434,-2
2035,10,芝,2500m,晴,稍重,4,12,牝5,53,"
大野拓弥
",7.6,4,448,+4
2036,10,芝,2500m,晴,稍重,5,7,牝7,51,"
武士沢友
",161.3,11,486,+6
2037,10,芝,2500m,晴,稍重,6,9,牝6,52,"
ミナリク
",14.3,6,480,-4
2038,10,芝,2500m,晴,稍重,7,2,牡6,54,"
柴田大知
",20.8,7,396,-4
2039,10,芝,2500m,晴,稍重,8,10,牡7,55,"
石橋脩
",27.3,8,466,-2
2040,10,芝,2500m,晴,稍重,9,3,牝4,53,"
松岡正海
",5.0,3,488,+4
2041,10,芝,2500m,晴,稍重,10,5,牡8,53,"
田中勝春
",27.5,9,478,0
2042,10,芝,2500m,晴,稍重,11,11,牡6,54,"
江田照男
",86.0,10,536,-2
2043,10,芝,2500m,晴,稍重,12,8,牝4,50,"
武藤雅
",503.9,12,416,0
2044,11,芝,1800m,晴,稍重,1,14,牝4,53,"
池添謙一
",8.2,6,460,-8
2045,11,芝,1800m,晴,稍重,2,6,牝5,54,"
北村宏司
",5.5,2,474,+4
2046,11,芝,1800m,晴,稍重,3,10,牝5,52,"
岩崎翼
",18.8,9,408,-12
2047,11,芝,1800m,晴,稍重,4,2,牝6,56,"
田辺裕信
",6.6,3,470,-8
2048,11,芝,1800m,晴,稍重,5,12,牝4,53,"
松岡正海
",77.8,13,422,+2
2049,11,芝,1800m,晴,稍重,6,8,牝5,54,"
柴田大知
",23.6,10,474,-4
2050,11,芝,1800m,晴,稍重,7,5,牝5,53,"
蛯名正義
",18.5,8,512,-10
2051,11,芝,1800m,晴,稍重,8,7,牝5,54,"
三浦皇成
",10.3,7,502,-8
2052,11,芝,1800m,晴,稍重,9,3,牝6,53,"
石橋脩
",41.4,11,438,+2
2053,11,芝,1800m,晴,稍重,10,1,牝5,56,"
四位洋文
",7.3,5,454,-4
2054,11,芝,1800m,晴,稍重,11,11,牝5,54,"
戸崎圭太
",6.8,4,484,0
2055,11,芝,1800m,晴,稍重,12,4,牝6,56,"
藤岡佑介
",4.9,1,450,-8
2056,11,芝,1800m,晴,稍重,13,9,牝6,54,"
内田博幸
",56.7,12,468,-2
2057,11,芝,1800m,晴,稍重,14,13,牝7,53,"
黛弘人
",102.0,14,436,-2
2058,12,ダート,2400m,晴,重,1,1,牡5,57,"
柴田大知
",3.0,1,500,-2
2059,12,ダート,2400m,晴,重,2,8,牡4,56,"
勝浦正樹
",3.6,3,468,0
2060,12,ダート,2400m,晴,重,3,9,牡5,57,"
田辺裕信
",3.4,2,476,-6
2061,12,ダート,2400m,晴,重,4,7,牡7,57,"
北村宏司
",19.8,7,478,-12
2062,12,ダート,2400m,晴,重,5,6,牡6,57,"
大野拓弥
",23.4,8,506,-4
2063,12,ダート,2400m,晴,重,6,5,牡4,56,"
内田博幸
",8.9,4,478,-4
2064,12,ダート,2400m,晴,重,7,3,牡6,55,"
武藤雅
",57.4,9,518,-2
2065,12,ダート,2400m,晴,重,8,2,牡5,57,"
横山典弘
",11.4,5,494,0
2066,12,ダート,2400m,晴,重,9,4,セ4,56,"
村田一誠
",18.4,6,502,-4
2067,1,ダート,1200m,曇,稍重,1,13,牝3,54,"
松岡正海
",5.8,3,484,-2
2068,1,ダート,1200m,曇,稍重,2,16,牝3,54,"
津村明秀
",2.6,2,432,0
2069,1,ダート,1200m,曇,稍重,3,11,牝3,54,"
田中勝春
",32.4,8,438,-2
2070,1,ダート,1200m,曇,稍重,4,6,牝3,54,"
黛弘人
",2.5,1,456,-2
2071,1,ダート,1200m,曇,稍重,5,10,牝3,54,"
柴田大知
",13.6,5,462,-12
2072,1,ダート,1200m,曇,稍重,6,15,牝3,54,"
勝浦正樹
",23.4,6,488,+6
2073,1,ダート,1200m,曇,稍重,7,12,牝3,54,"
吉田隼人
",12.2,4,440,-2
2074,1,ダート,1200m,曇,稍重,8,9,牝3,54,"
二本柳壮
",304.1,15,442,-8
2075,1,ダート,1200m,曇,稍重,9,7,牝3,54,"
横山和生
",28.6,7,406,0
2076,1,ダート,1200m,曇,稍重,10,14,牝3,54,"
江田照男
",70.7,9,442,-4
2077,1,ダート,1200m,曇,稍重,11,3,牝3,54,"
村田一誠
",121.7,10,442,0
2078,1,ダート,1200m,曇,稍重,12,5,牝3,54,"
嘉藤貴行
",464.5,16,458,-8
2079,1,ダート,1200m,曇,稍重,13,4,牝3,54,"
的場勇人
",193.9,12,468,0
2080,1,ダート,1200m,曇,稍重,14,8,牝3,54,"
武士沢友
",228.7,13,466,0
2081,1,ダート,1200m,曇,稍重,15,2,牝3,51,"
山田敬士
",280.0,14,486,0
2082,1,ダート,1200m,曇,稍重,16,1,牝3,51,"
野中悠太
",165.4,11,396,0
2083,2,ダート,1800m,曇,稍重,1,13,牡3,56,"
内田博幸
",2.1,1,530,+2
2084,2,ダート,1800m,曇,稍重,2,9,牡3,56,"
勝浦正樹
",3.1,2,482,+4
2085,2,ダート,1800m,曇,稍重,3,15,牡3,56,"
津村明秀
",25.6,6,450,-2
2086,2,ダート,1800m,曇,稍重,4,11,牡3,56,"
嘉藤貴行
",83.1,13,500,+4
2087,2,ダート,1800m,曇,稍重,5,14,牡3,56,"
横山和生
",602.2,16,514,-6
2088,2,ダート,1800m,曇,稍重,6,1,牡3,56,"
大野拓弥
",26.2,7,438,+2
2089,2,ダート,1800m,曇,稍重,7,3,牝3,54,"
松岡正海
",8.6,3,426,+4
2090,2,ダート,1800m,曇,稍重,8,2,牡3,56,"
武士沢友
",30.6,9,518,+2
2091,2,ダート,1800m,曇,稍重,9,7,牝3,54,"
丹内祐次
",22.3,5,478,-6
2092,2,ダート,1800m,曇,稍重,10,8,牡3,56,"
戸崎圭太
",11.4,4,464,-4
2093,2,ダート,1800m,曇,稍重,11,6,牡3,56,"
ミナリク
",66.6,11,490,-4
2094,2,ダート,1800m,曇,稍重,12,12,牡3,56,"
田中勝春
",63.0,10,474,-2
2095,2,ダート,1800m,曇,稍重,13,5,牡3,56,"
宮崎北斗
",219.1,14,460,+6
2096,2,ダート,1800m,曇,稍重,14,16,牡3,53,"
山田敬士
",416.6,15,452,-6
2097,2,ダート,1800m,曇,稍重,15,10,牡3,56,"
江田照男
",74.5,12,502,0
2098,2,ダート,1800m,曇,稍重,16,4,牡3,56,"
柴田大知
",27.0,8,442,0
2099,3,ダート,1200m,曇,稍重,1,5,牡3,56,"
ミナリク
",2.6,1,452,-12
2100,3,ダート,1200m,曇,稍重,2,10,牡3,56,"
柴田大知
",6.4,4,472,-6
2101,3,ダート,1200m,曇,稍重,3,1,牡3,56,"
大野拓弥
",5.9,3,496,-6
2102,3,ダート,1200m,曇,稍重,4,11,牡3,56,"
吉田隼人
",12.9,5,480,+6
2103,3,ダート,1200m,曇,稍重,5,7,牝3,54,"
江田照男
",104.0,11,474,-12
2104,3,ダート,1200m,曇,稍重,6,4,牡3,56,"
内田博幸
",3.5,2,480,0
2105,3,ダート,1200m,曇,稍重,7,6,セ3,56,"
松岡正海
",16.1,6,456,+7
2106,3,ダート,1200m,曇,稍重,8,14,牝3,54,"
田中勝春
",325.8,14,408,+4
2107,3,ダート,1200m,曇,稍重,9,3,牡3,56,"
勝浦正樹
",30.5,8,502,+8
2108,3,ダート,1200m,曇,稍重,10,2,牝3,51,"
野中悠太
",24.2,7,454,+8
2109,3,ダート,1200m,曇,稍重,11,12,牝3,53,"
井上敏樹
",327.2,15,466,-6
2110,3,ダート,1200m,曇,稍重,12,9,牡3,56,"
宮崎北斗
",75.3,9,480,-4
2111,3,ダート,1200m,曇,稍重,13,13,牝3,54,"
丸田恭介
",78.2,10,420,0
2112,3,ダート,1200m,曇,稍重,14,8,牡3,53,"
山田敬士
",212.0,12,482,+2
2113,3,ダート,1200m,曇,稍重,15,16,牝3,54,"
武士沢友
",488.4,16,440,0
2114,3,ダート,1200m,曇,稍重,16,15,牡3,56,"
黛弘人
",257.0,13,472,0
2115,4,ダート,1800m,曇,稍重,1,9,牡3,56,"
内田博幸
",1.8,1,496,0
2116,4,ダート,1800m,曇,稍重,2,14,牡3,56,"
戸崎圭太
",6.9,3,484,0
2117,4,ダート,1800m,曇,稍重,3,1,牡3,56,"
黛弘人
",190.1,14,480,0
2118,4,ダート,1800m,曇,稍重,4,5,牝3,54,"
津村明秀
",22.3,7,422,0
2119,4,ダート,1800m,曇,稍重,5,3,牡3,56,"
柴田大知
",10.6,4,514,0
2120,4,ダート,1800m,曇,稍重,6,4,牡3,56,"
丹内祐次
",32.2,9,430,0
2121,4,ダート,1800m,曇,稍重,7,8,牝3,54,"
嘉藤貴行
",18.0,6,478,0
2122,4,ダート,1800m,曇,稍重,8,15,牡3,56,"
ミナリク
",5.5,2,478,0
2123,4,ダート,1800m,曇,稍重,9,6,牡3,56,"
柴田善臣
",16.7,5,470,0
2124,4,ダート,1800m,曇,稍重,10,2,牝3,54,"
丸田恭介
",71.3,12,470,0
2125,4,ダート,1800m,曇,稍重,11,12,牡3,56,"
宮崎北斗
",41.9,10,512,0
2126,4,ダート,1800m,曇,稍重,12,13,牡3,56,"
吉田隼人
",73.1,13,474,0
2127,4,ダート,1800m,曇,稍重,13,16,牝3,54,"
村田一誠
",31.1,8,450,0
2128,4,ダート,1800m,曇,稍重,14,11,牡3,56,"
勝浦正樹
",214.3,15,432,0
2129,4,ダート,1800m,曇,稍重,15,7,牝3,54,"
大野拓弥
",60.0,11,520,0
2130,5,芝,外2200m,曇,稍重,1,7,牡3,56,"
石橋脩
",3.2,1,442,-4
2131,5,芝,外2200m,曇,稍重,2,8,牡3,56,"
津村明秀
",3.6,2,454,-2
2132,5,芝,外2200m,曇,稍重,3,2,牡3,53,"
野中悠太
",19.6,7,450,-8
2133,5,芝,外2200m,曇,稍重,4,3,牡3,56,"
大野拓弥
",21.9,8,442,-6
2134,5,芝,外2200m,曇,稍重,5,4,牡3,56,"
戸崎圭太
",5.2,3,490,-2
2135,5,芝,外2200m,曇,稍重,6,11,牡3,56,"
丸田恭介
",64.3,13,516,-10
2136,5,芝,外2200m,曇,稍重,7,15,牡3,56,"
柴田大知
",17.2,6,460,0
2137,5,芝,外2200m,曇,稍重,8,12,牡3,56,"
蛯名正義
",11.8,4,480,-8
2138,5,芝,外2200m,曇,稍重,9,9,牡3,56,"
ミナリク
",33.2,10,452,-2
2139,5,芝,外2200m,曇,稍重,10,10,牝3,54,"
柴田善臣
",34.1,11,436,-10
2140,5,芝,外2200m,曇,稍重,11,14,牡3,56,"
勝浦正樹
",121.0,15,488,+6
2141,5,芝,外2200m,曇,稍重,12,16,牝3,54,"
吉田隼人
",25.2,9,490,0
2142,5,芝,外2200m,曇,稍重,13,13,牡3,56,"
松岡正海
",13.9,5,494,-8
2143,5,芝,外2200m,曇,稍重,14,5,牡3,56,"
内田博幸
",39.8,12,468,0
2144,5,芝,外2200m,曇,稍重,15,1,牝3,54,"
武士沢友
",84.6,14,474,-6
2145,5,芝,外2200m,曇,稍重,16,6,牡3,56,"
江田照男
",174.6,16,476,-8
2146,6,芝,2000m,晴,稍重,1,1,牡3,56,"
柴田大知
",4.1,3,478,-4
2147,6,芝,2000m,晴,稍重,2,9,牡3,56,"
石橋脩
",3.3,2,468,-10
2148,6,芝,2000m,晴,稍重,3,7,牝3,54,"
戸崎圭太
",1.8,1,474,-4
2149,6,芝,2000m,晴,稍重,4,4,牡3,56,"
内田博幸
",10.5,4,506,-10
2150,6,芝,2000m,晴,稍重,5,6,牝3,51,"
野中悠太
",92.1,7,448,-4
2151,6,芝,2000m,晴,稍重,6,5,牡3,56,"
江田照男
",50.8,6,444,-8
2152,6,芝,2000m,晴,稍重,7,8,牡3,56,"
吉田隼人
",112.1,8,472,-2
2153,6,芝,2000m,晴,稍重,8,2,牡3,56,"
大野拓弥
",32.3,5,484,-2
2154,6,芝,2000m,晴,稍重,9,3,牡3,56,"
津村明秀
",230.6,9,512,0
2155,7,ダート,1200m,晴,稍重,1,13,牡5,57,"
西田雄一
",7.8,4,504,0
2156,7,ダート,1200m,晴,稍重,2,9,牡6,57,"
大野拓弥
",6.9,3,528,+4
2157,7,ダート,1200m,晴,稍重,3,10,牡5,57,"
勝浦正樹
",2.5,1,508,-2
2158,7,ダート,1200m,晴,稍重,4,5,牡4,57,"
田中勝春
",4.5,2,502,+2
2159,7,ダート,1200m,晴,稍重,5,16,牡4,57,"
小島太一
",21.2,7,490,-2
2160,7,ダート,1200m,晴,稍重,6,4,牝4,55,"
武士沢友
",132.7,15,448,0
2161,7,ダート,1200m,晴,稍重,7,3,牡5,57,"
江田照男
",32.5,10,498,0
2162,7,ダート,1200m,晴,稍重,8,7,牡4,57,"
松岡正海
",91.0,13,478,-8
2163,7,ダート,1200m,晴,稍重,9,6,牡4,57,"
戸崎圭太
",25.1,9,472,+2
2164,7,ダート,1200m,晴,稍重,10,2,牡4,57,"
蛯名正義
",22.7,8,490,-2
2165,7,ダート,1200m,晴,稍重,10,15,牡4,57,"
津村明秀
",11.1,5,480,+6
2166,7,ダート,1200m,晴,稍重,12,12,牡4,54,"
野中悠太
",83.1,12,428,-8
2167,7,ダート,1200m,晴,稍重,13,8,牝4,55,"
吉田隼人
",79.7,11,488,-4
2168,7,ダート,1200m,晴,稍重,14,11,牡6,57,"
ミナリク
",14.1,6,496,-6
2169,7,ダート,1200m,晴,稍重,15,1,牝4,55,"
内田博幸
",99.2,14,452,0
2170,7,ダート,1200m,晴,稍重,16,14,牡5,57,"
二本柳壮
",498.1,16,450,+2
2171,8,ダート,1800m,晴,稍重,1,4,セ5,57,"
嘉藤貴行
",5.9,3,506,-2
2172,8,ダート,1800m,晴,稍重,2,6,牝5,55,"
石橋脩
",9.9,5,500,-4
2173,8,ダート,1800m,晴,稍重,3,10,牡4,57,"
大野拓弥
",3.2,2,502,-2
2174,8,ダート,1800m,晴,稍重,4,2,セ4,57,"
戸崎圭太
",2.9,1,478,-4
2175,8,ダート,1800m,晴,稍重,5,7,牡4,57,"
内田博幸
",81.9,11,492,-6
2176,8,ダート,1800m,晴,稍重,6,11,牡4,57,"
江田照男
",63.6,10,504,0
2177,8,ダート,1800m,晴,稍重,7,8,セ4,57,"
津村明秀
",18.3,6,508,+2
2178,8,ダート,1800m,晴,稍重,8,9,牡4,57,"
吉田隼人
",6.5,4,490,0
2179,8,ダート,1800m,晴,稍重,9,3,牡4,57,"
勝浦正樹
",58.8,9,492,+6
2180,8,ダート,1800m,晴,稍重,10,12,牡4,57,"
松岡正海
",22.2,7,480,-11
2181,8,ダート,1800m,晴,稍重,11,13,牝4,54,"
井上敏樹
",108.5,12,486,-4
2182,8,ダート,1800m,晴,稍重,12,5,牡4,57,"
ミナリク
",52.6,8,472,+2
2183,8,ダート,1800m,晴,稍重,13,14,牝4,52,"
野中悠太
",344.6,14,516,+6
2184,8,ダート,1800m,晴,稍重,14,1,牡4,54,"
山田敬士
",207.0,13,488,+14
2185,9,芝,2000m,晴,稍重,1,2,牡4,57,"
石橋脩
",5.5,2,522,-6
2186,9,芝,2000m,晴,稍重,2,5,牡6,57,"
吉田隼人
",5.8,3,494,+4
2187,9,芝,2000m,晴,稍重,3,1,牡5,57,"
ミナリク
",9.3,6,492,+2
2188,9,芝,2000m,晴,稍重,4,12,牡5,57,"
勝浦正樹
",25.3,9,470,-2
2189,9,芝,2000m,晴,稍重,5,4,牡6,57,"
大野拓弥
",7.8,4,504,-2
2190,9,芝,2000m,晴,稍重,6,6,牡5,57,"
蛯名正義
",3.2,1,462,0
2191,9,芝,2000m,晴,稍重,7,13,牡4,57,"
内田博幸
",8.6,5,488,-4
2192,9,芝,2000m,晴,稍重,8,7,セ6,57,"
松岡正海
",26.0,10,464,+6
2193,9,芝,2000m,晴,稍重,9,9,セ7,57,"
西田雄一
",104.5,11,488,-8
2194,9,芝,2000m,晴,稍重,10,11,牡7,57,"
柴田大知
",165.9,12,488,+4
2195,9,芝,2000m,晴,稍重,11,3,牡4,57,"
戸崎圭太
",17.1,8,474,0
2196,9,芝,2000m,晴,稍重,12,10,牡4,57,"
丹内祐次
",11.5,7,500,+4
2197,9,芝,2000m,晴,稍重,13,8,牡8,57,"
大庭和弥
",340.4,13,482,+6
2198,10,芝,外1600m,晴,稍重,1,5,セ6,56,"
ミナリク
",26.6,7,494,+12
2199,10,芝,外1600m,晴,稍重,2,4,牡5,56,"
内田博幸
",3.7,1,488,-4
2200,10,芝,外1600m,晴,稍重,3,12,牡5,58,"
戸崎圭太
",3.8,2,502,0
2201,10,芝,外1600m,晴,稍重,4,6,牡6,56,"
吉田隼人
",9.9,5,494,-6
2202,10,芝,外1600m,晴,稍重,5,3,牡7,56,"
勝浦正樹
",41.3,10,494,-4
2203,10,芝,外1600m,晴,稍重,6,10,牝6,54,"
柴田大知
",28.2,8,472,-2
2204,10,芝,外1600m,晴,稍重,7,2,牡8,58,"
田中勝春
",39.3,9,478,-2
2205,10,芝,外1600m,晴,稍重,8,7,牡6,57,"
大野拓弥
",4.4,3,564,+4
2206,10,芝,外1600m,晴,稍重,9,1,牡7,57,"
津村明秀
",11.5,6,530,-6
2207,10,芝,外1600m,晴,稍重,10,11,牡6,57,"
石橋脩
",5.9,4,470,-8
2208,10,芝,外1600m,晴,稍重,11,8,牝4,54,"
丸田恭介
",81.6,12,456,+16
2209,10,芝,外1600m,晴,稍重,12,9,牝6,54,"
江田照男
",61.2,11,482,+10
2210,11,芝,外1600m,晴,稍重,1,5,牝3,54,"
大野拓弥
",2.7,1,456,-2
2211,11,芝,外1600m,晴,稍重,2,1,牝3,54,"
戸崎圭太
",3.9,2,474,+8
2212,11,芝,外1600m,晴,稍重,3,2,牝3,54,"
内田博幸
",13.2,6,466,0
2213,11,芝,外1600m,晴,稍重,4,6,牝3,54,"
丸田恭介
",30.5,10,470,-8
2214,11,芝,外1600m,晴,稍重,5,12,牝3,54,"
ミナリク
",8.9,4,454,-4
2215,11,芝,外1600m,晴,稍重,6,13,牝3,54,"
松岡正海
",7.0,3,442,-12
2216,11,芝,外1600m,晴,稍重,7,11,牝3,54,"
吉田隼人
",13.2,5,422,-14
2217,11,芝,外1600m,晴,稍重,8,10,牝3,54,"
石橋脩
",58.6,11,396,0
2218,11,芝,外1600m,晴,稍重,9,3,牝3,54,"
田中勝春
",92.9,13,418,-4
2219,11,芝,外1600m,晴,稍重,10,7,牝3,54,"
江田照男
",22.1,9,444,+6
2220,11,芝,外1600m,晴,稍重,11,8,牝3,54,"
柴田善臣
",22.1,8,462,+2
2221,11,芝,外1600m,晴,稍重,12,9,牝3,54,"
蛯名正義
",16.7,7,418,+6
2222,11,芝,外1600m,晴,稍重,13,4,牝3,54,"
津村明秀
",64.3,12,432,+12
2223,12,ダート,1200m,晴,稍重,1,4,牡7,57,"
城戸義政
",30.9,11,502,+4
2224,12,ダート,1200m,晴,稍重,2,3,牡5,57,"
戸崎圭太
",2.8,1,528,-2
2225,12,ダート,1200m,晴,稍重,3,8,牡6,57,"
横山和生
",17.9,9,454,0
2226,12,ダート,1200m,晴,稍重,4,16,牡5,57,"
丹内祐次
",18.6,10,500,+2
2227,12,ダート,1200m,晴,稍重,5,13,牡4,57,"
津村明秀
",7.4,3,508,+8
2228,12,ダート,1200m,晴,稍重,6,10,セ8,57,"
柴田善臣
",216.4,16,482,-2
2229,12,ダート,1200m,晴,稍重,7,7,牡5,57,"
内田博幸
",5.4,2,500,-2
2230,12,ダート,1200m,晴,稍重,8,12,牡6,57,"
大野拓弥
",15.8,8,490,0
2231,12,ダート,1200m,晴,稍重,9,2,セ6,57,"
原田和真
",54.3,13,476,-6
2232,12,ダート,1200m,晴,稍重,10,11,牝4,55,"
吉田隼人
",8.5,4,476,+4
2233,12,ダート,1200m,晴,稍重,11,1,牡5,57,"
蛯名正義
",14.1,5,504,0
2234,12,ダート,1200m,晴,稍重,12,5,牡4,57,"
岩部純二
",128.8,14,496,-4
2235,12,ダート,1200m,晴,稍重,13,15,セ6,54,"
野中悠太
",133.4,15,504,0
2236,12,ダート,1200m,晴,稍重,14,6,牡4,57,"
勝浦正樹
",15.5,7,474,0
2237,12,ダート,1200m,晴,稍重,15,14,牝4,55,"
ミナリク
",42.1,12,458,+6
2238,12,ダート,1200m,晴,稍重,16,9,牝4,55,"
石橋脩
",15.3,6,528,0
2239,1,ダート,1800m,晴,良,1,12,牝3,54,"
石橋脩
",3.6,1,482,-2
2240,1,ダート,1800m,晴,良,2,3,牝3,54,"
勝浦正樹
",5.3,4,456,+2
2241,1,ダート,1800m,晴,良,3,13,牝3,54,"
池添謙一
",35.9,8,478,-4
2242,1,ダート,1800m,晴,良,4,8,牝3,54,"
三浦皇成
",7.0,5,448,-2
2243,1,ダート,1800m,晴,良,5,1,牝3,54,"
柴田大知
",184.7,13,414,-8
