,レース,芝ダ,距離,天候,馬場,着順,馬番,斤量,単勝,人気,馬体重,増減,複勝
188,2,ダート,1400m,曇,良,13,12,56,24.5,9,480,-8,0
189,2,ダート,1400m,曇,良,14,1,55,463.5,16,446,0,0
190,2,ダート,1400m,曇,良,15,15,56,6.1,4,520,0,0
191,2,ダート,1400m,曇,良,16,6,56,76.8,12,492,+8,0
192,3,ダート,1800m,曇,良,1,7,54,35.6,7,446,-4,640
193,3,ダート,1800m,曇,良,2,4,56,2.2,1,476,-4,150
194,3,ダート,1800m,曇,良,3,5,56,63.3,10,448,-8,840
195,3,ダート,1800m,曇,良,4,12,56,68.5,11,424,-6,0
196,3,ダート,1800m,曇,良,5,1,56,111.7,13,466,+2,0
197,3,ダート,1800m,曇,良,6,13,56,4.1,2,484,-6,0
198,3,ダート,1800m,曇,良,7,6,56,9.9,5,494,+2,0
199,3,ダート,1800m,曇,良,8,16,56,726.6,16,500,-8,0
200,3,ダート,1800m,曇,良,9,3,56,614.7,15,458,-2,0
201,3,ダート,1800m,曇,良,10,2,55,68.5,11,500,-16,0
202,3,ダート,1800m,曇,良,11,8,53,24.9,6,496,-4,0
203,3,ダート,1800m,曇,良,12,15,56,7.1,4,438,-2,0
204,3,ダート,1800m,曇,良,13,10,53,6.2,3,434,0,0
205,3,ダート,1800m,曇,良,14,14,56,323.1,14,470,-6,0
206,3,ダート,1800m,曇,良,15,9,56,51.5,9,454,-2,0
207,3,ダート,1800m,曇,良,16,11,56,38.8,8,472,0,0
208,5,芝,外2400m,曇,良,1,3,56,2.1,1,458,-2,120
209,5,芝,外2400m,曇,良,2,9,56,5.6,3,470,-2,160
210,5,芝,外2400m,曇,良,3,8,55,14.2,5,520,-4,220
211,5,芝,外2400m,曇,良,4,4,56,4.7,2,460,-10,0
212,5,芝,外2400m,曇,良,5,1,53,42.8,9,444,-6,0
213,5,芝,外2400m,曇,良,6,10,54,40.4,8,370,-4,0
214,5,芝,外2400m,曇,良,7,11,56,5.9,4,520,-4,0
215,5,芝,外2400m,曇,良,8,7,53,84.8,10,512,+4,0
216,5,芝,外2400m,曇,良,9,5,56,35.0,7,516,-4,0
217,5,芝,外2400m,曇,良,10,6,56,115.8,11,510,-24,0
218,5,芝,外2400m,曇,良,11,2,56,18.4,6,462,-2,0
219,6,芝,2000m,曇,良,1,2,54,2.4,1,454,0,120
220,6,芝,2000m,曇,良,2,15,56,24.2,6,496,0,290
221,6,芝,2000m,曇,良,3,12,56,4.7,3,452,0,150
222,6,芝,2000m,曇,良,4,7,56,6.7,4,430,0,0
223,6,芝,2000m,曇,良,5,1,56,4.4,2,532,0,0
224,6,芝,2000m,曇,良,6,6,53,215.6,15,420,0,0
225,6,芝,2000m,曇,良,7,10,54,77.8,10,424,0,0
226,6,芝,2000m,曇,良,8,3,54,263.2,16,398,0,0
227,6,芝,2000m,曇,良,9,11,56,94.9,11,490,0,0
228,6,芝,2000m,曇,良,10,14,56,9.7,5,524,0,0
229,6,芝,2000m,曇,良,11,4,54,53.5,8,440,0,0
230,6,芝,2000m,曇,良,12,5,54,58.6,9,384,0,0
231,6,芝,2000m,曇,良,13,16,56,46.8,7,464,0,0
232,6,芝,2000m,曇,良,14,9,54,164.9,13,480,0,0
233,6,芝,2000m,曇,良,15,8,54,130.4,12,482,0,0
234,6,芝,2000m,曇,良,16,13,55,190.4,14,460,0,0
235,7,ダート,1200m,曇,良,1,2,57,3.2,1,502,+4,150
236,7,ダート,1200m,曇,良,2,12,55,15.8,7,470,-2,390
237,7,ダート,1200m,曇,良,3,11,57,27.3,11,536,-4,530
238,7,ダート,1200m,曇,良,4,9,57,18.6,9,484,-4,0
239,7,ダート,1200m,曇,良,5,4,57,4.7,2,512,+12,0
240,7,ダート,1200m,曇,良,6,1,56,5.8,3,472,+4,0
241,7,ダート,1200m,曇,良,7,3,57,18.1,8,490,+8,0
242,7,ダート,1200m,曇,良,8,15,56,19.2,10,544,+48,0
243,7,ダート,1200m,曇,良,9,10,55,141.1,12,460,-2,0
244,7,ダート,1200m,曇,良,10,5,57,8.7,4,506,0,0
245,7,ダート,1200m,曇,良,11,13,57,9.7,5,486,-4,0
246,7,ダート,1200m,曇,良,12,8,55,244.7,13,442,-2,0
247,7,ダート,1200m,曇,良,13,7,55,389.4,14,432,-8,0
248,7,ダート,1200m,曇,良,14,14,57,15.6,6,466,+6,0
249,7,ダート,1200m,曇,良,15,6,55,486.5,15,462,+4,0
250,8,ダート,1800m,曇,良,1,11,56,9.3,4,490,-2,170
251,8,ダート,1800m,曇,良,2,8,56,1.6,1,512,-4,110
252,8,ダート,1800m,曇,良,3,12,55,5.8,2,484,-8,140
253,8,ダート,1800m,曇,良,4,5,57,14.8,6,452,+4,0
254,8,ダート,1800m,曇,良,5,4,54,16.7,7,444,-2,0
255,8,ダート,1800m,曇,良,6,7,56,208.4,11,474,-2,0
256,8,ダート,1800m,曇,良,7,6,57,167.7,10,496,0,0
257,8,ダート,1800m,曇,良,8,1,57,11.2,5,484,+6,0
258,8,ダート,1800m,曇,良,9,9,55,8.0,3,510,+4,0
259,8,ダート,1800m,曇,良,10,2,57,143.7,9,510,-2,0
260,8,ダート,1800m,曇,良,11,10,56,112.1,8,544,-6,0
261,8,ダート,1800m,曇,良,12,3,57,331.0,12,492,+10,0
262,9,芝,2200m,曇,良,1,7,56,4.7,3,490,-4,190
263,9,芝,2200m,曇,良,2,5,57,3.4,2,446,+2,170
264,9,芝,2200m,曇,良,3,3,56,19.5,6,524,+1,490
265,9,芝,2200m,曇,良,4,1,56,8.3,4,504,-4,0
266,9,芝,2200m,曇,良,5,2,56,2.1,1,464,-12,0
267,9,芝,2200m,曇,良,6,4,54,30.6,7,490,-2,0
268,9,芝,2200m,曇,良,7,8,56,14.2,5,512,+10,0
269,9,芝,2200m,曇,良,8,6,56,74.8,8,476,+12,0
270,10,ダート,1800m,曇,良,1,13,57,10.6,4,474,-6,270
271,10,ダート,1800m,曇,良,2,2,55,2.6,1,498,+2,130
272,10,ダート,1800m,曇,良,3,12,57,27.5,7,522,+4,420
273,10,ダート,1800m,曇,良,4,8,56,10.9,5,462,0,0
274,10,ダート,1800m,曇,良,5,5,57,100.7,12,516,+8,0
275,10,ダート,1800m,曇,良,6,9,57,491.3,16,490,-8,0
276,10,ダート,1800m,曇,良,7,7,57,63.0,11,538,-6,0
277,10,ダート,1800m,曇,良,8,15,57,5.0,3,476,-2,0
278,10,ダート,1800m,曇,良,9,11,55,29.5,8,472,-2,0
279,10,ダート,1800m,曇,良,10,4,57,115.6,13,500,+2,0
280,10,ダート,1800m,曇,良,11,3,54,56.7,10,472,+4,0
281,10,ダート,1800m,曇,良,12,10,56,3.7,2,484,+2,0
282,10,ダート,1800m,曇,良,13,6,57,44.4,9,538,-14,0
283,10,ダート,1800m,曇,良,14,1,57,16.8,6,518,+2,0
284,10,ダート,1800m,曇,良,15,14,57,281.4,15,476,-10,0
285,10,ダート,1800m,曇,良,16,16,55,174.9,14,514,+4,0
286,11,芝,1400m,曇,良,1,13,54,16.8,7,470,-8,480
287,11,芝,1400m,曇,良,2,17,56,2.6,1,488,+2,130
288,11,芝,1400m,曇,良,3,6,58,3.8,2,478,+6,150
289,11,芝,1400m,曇,良,4,1,56,31.3,11,504,+2,0
290,11,芝,1400m,曇,良,5,4,54,27.0,10,488,-2,0
291,11,芝,1400m,曇,良,6,2,56,12.2,5,502,-2,0
292,11,芝,1400m,曇,良,7,9,56,204.2,14,528,+14,0
293,11,芝,1400m,曇,良,8,12,56,12.0,4,502,0,0
294,11,芝,1400m,曇,良,9,18,56,325.9,15,506,+30,0
295,11,芝,1400m,曇,良,10,10,56,377.0,17,488,-4,0
296,11,芝,1400m,曇,良,11,5,56,375.0,16,516,-6,0
297,11,芝,1400m,曇,良,12,16,56,18.4,8,486,+2,0
298,11,芝,1400m,曇,良,13,7,56,57.5,12,478,-2,0
299,11,芝,1400m,曇,良,14,3,56,58.7,13,464,-2,0
300,11,芝,1400m,曇,良,15,15,54,8.9,3,498,0,0
301,11,芝,1400m,曇,良,16,14,57,16.4,6,538,+6,0
302,11,芝,1400m,曇,良,17,8,56,21.7,9,516,-10,0
303,11,芝,1400m,曇,良,18,11,56,409.5,18,462,+4,0
304,12,ダート,1400m,曇,良,1,4,55,5.5,2,488,-2,220
305,12,ダート,1400m,曇,良,2,8,55,137.6,15,462,+10,"2,050"
306,12,ダート,1400m,曇,良,3,11,55,18.2,7,474,+4,470
307,12,ダート,1400m,曇,良,4,6,55,9.5,5,482,-6,0
308,12,ダート,1400m,曇,良,5,14,57,22.3,8,482,+4,0
309,12,ダート,1400m,曇,良,6,13,57,50.0,13,464,-4,0
310,12,ダート,1400m,曇,良,7,15,55,3.1,1,468,-8,0
311,12,ダート,1400m,曇,良,8,2,57,86.7,14,502,+2,0
312,12,ダート,1400m,曇,良,9,10,56,343.6,16,490,-4,0
313,12,ダート,1400m,曇,良,10,9,57,24.9,9,508,+2,0
314,12,ダート,1400m,曇,良,11,7,55,29.0,11,436,-10,0
315,12,ダート,1400m,曇,良,12,5,57,46.1,12,498,-6,0
316,12,ダート,1400m,曇,良,13,16,57,15.3,6,534,+2,0
317,12,ダート,1400m,曇,良,14,1,57,6.2,3,504,-4,0
318,12,ダート,1400m,曇,良,15,12,57,6.9,4,470,-4,0
319,12,ダート,1400m,曇,良,16,3,57,25.1,10,462,-4,0
320,1,ダート,1800m,晴,良,1,8,54,3.1,1,452,-8,180
321,1,ダート,1800m,晴,良,2,10,54,8.2,5,504,-8,220
322,1,ダート,1800m,晴,良,3,11,54,15.4,6,466,-4,340
323,1,ダート,1800m,晴,良,4,6,54,4.6,3,442,+2,0
324,1,ダート,1800m,晴,良,5,1,54,37.9,8,438,+2,0
325,1,ダート,1800m,晴,良,6,5,54,39.5,9,496,+18,0
326,1,ダート,1800m,晴,良,7,4,54,3.7,2,438,0,0
327,1,ダート,1800m,晴,良,8,7,53,30.7,7,410,-6,0
328,1,ダート,1800m,晴,良,9,9,51,284.8,11,422,+6,0
329,1,ダート,1800m,晴,良,10,2,53,450.5,12,454,-8,0
330,1,ダート,1800m,晴,良,11,12,54,6.4,4,476,0,0
331,2,ダート,1400m,晴,良,1,11,56,6.8,3,504,+6,270
332,2,ダート,1400m,晴,良,2,13,56,13.1,6,440,-6,320
333,2,ダート,1400m,晴,良,3,8,54,9.4,4,442,-6,240
334,2,ダート,1400m,晴,良,4,15,56,4.7,2,502,-4,0
335,2,ダート,1400m,晴,良,5,7,56,18.6,8,462,-2,0
336,2,ダート,1400m,晴,良,6,5,56,101.8,12,502,+18,0
337,2,ダート,1400m,晴,良,7,14,56,38.9,10,494,0,0
338,2,ダート,1400m,晴,良,8,1,56,144.7,14,462,-2,0
339,2,ダート,1400m,晴,良,9,9,56,2.7,1,470,0,0
340,2,ダート,1400m,晴,良,10,3,56,115.6,13,514,+24,0
341,2,ダート,1400m,晴,良,11,4,56,9.7,5,474,0,0
342,2,ダート,1400m,晴,良,12,16,56,91.4,11,512,+14,0
343,2,ダート,1400m,晴,良,13,12,56,14.7,7,484,-2,0
344,2,ダート,1400m,晴,良,14,10,56,199.9,16,474,+2,0
345,2,ダート,1400m,晴,良,15,2,56,19.0,9,484,+14,0
346,3,ダート,1800m,晴,良,1,2,56,3.6,2,484,-16,350
347,3,ダート,1800m,晴,良,2,5,56,5.3,3,500,-6,310
348,3,ダート,1800m,晴,良,3,3,56,20.0,5,496,-2,710
349,3,ダート,1800m,晴,良,4,6,56,5.6,4,452,-12,0
350,3,ダート,1800m,晴,良,5,10,56,47.4,6,488,-4,0
351,3,ダート,1800m,晴,良,6,9,56,1.9,1,486,-14,0
352,3,ダート,1800m,晴,良,7,4,56,159.2,8,448,-14,0
353,3,ダート,1800m,晴,良,8,11,56,64.6,7,472,+2,0
354,3,ダート,1800m,晴,良,9,8,55,285.2,10,540,-4,0
355,3,ダート,1800m,晴,良,10,1,56,479.7,11,406,-4,0
356,3,ダート,1800m,晴,良,11,7,56,162.3,9,434,0,0
357,5,ダート,1800m,晴,良,1,12,56,8.0,5,528,0,190
358,5,ダート,1800m,晴,良,2,9,56,2.4,1,516,0,130
359,5,ダート,1800m,晴,良,3,13,54,4.3,2,496,0,150
360,5,ダート,1800m,晴,良,4,1,56,7.5,4,474,0,0
361,5,ダート,1800m,晴,良,5,5,54,6.2,3,514,0,0
362,5,ダート,1800m,晴,良,6,11,56,17.1,6,472,0,0
363,5,ダート,1800m,晴,良,7,4,54,138.7,12,452,0,0
364,5,ダート,1800m,晴,良,8,7,54,27.2,7,464,0,0
365,5,ダート,1800m,晴,良,9,2,56,29.7,9,496,0,0
366,5,ダート,1800m,晴,良,10,8,56,27.7,8,514,0,0
367,5,ダート,1800m,晴,良,11,3,56,125.2,11,494,0,0
368,5,ダート,1800m,晴,良,12,6,56,236.2,13,506,0,0
369,5,ダート,1800m,晴,良,13,10,55,98.8,10,476,0,0
370,6,芝,外1800m,晴,良,1,1,56,1.2,1,472,-2,100
371,6,芝,外1800m,晴,良,2,4,56,14.7,4,482,-8,150
372,6,芝,外1800m,晴,良,3,2,56,4.6,2,476,0,120
373,6,芝,外1800m,晴,良,4,3,56,12.0,3,454,-2,0
374,6,芝,外1800m,晴,良,5,9,54,231.4,10,444,-2,0
375,6,芝,外1800m,晴,良,6,6,51,91.6,7,432,+2,0
376,6,芝,外1800m,晴,良,7,11,56,22.8,5,442,0,0
377,6,芝,外1800m,晴,良,8,5,56,129.2,8,444,-2,0
378,6,芝,外1800m,晴,良,9,8,54,28.5,6,430,+4,0
379,6,芝,外1800m,晴,良,10,10,54,192.5,9,452,-4,0
380,6,芝,外1800m,晴,良,11,7,54,386.8,11,478,+6,0
381,7,芝,1400m,晴,良,1,7,56,2.3,1,472,0,110
382,7,芝,1400m,晴,良,2,12,56,48.6,9,462,-6,520
383,7,芝,1400m,晴,良,3,10,54,3.5,2,450,-2,130
384,7,芝,1400m,晴,良,4,4,56,16.2,5,470,-2,0
385,7,芝,1400m,晴,良,5,13,56,12.6,4,498,-2,0
386,7,芝,1400m,晴,良,6,3,54,88.8,12,444,-8,0
387,7,芝,1400m,晴,良,7,6,53,5.0,3,440,+2,0
388,7,芝,1400m,晴,良,8,11,56,20.0,6,460,+2,0
389,7,芝,1400m,晴,良,9,8,56,25.9,8,448,-6,0
