,レース,芝ダ,距離,天候,馬場,着順,馬番,斤量,単勝,人気,馬体重,増減,複勝
71,5,芝,外2200m,曇,良,9,10,54,194.2,10,498,-6,0
72,5,芝,外2200m,曇,良,10,13,56,12.8,3,508,+2,0
73,5,芝,外2200m,曇,良,11,2,55,14.5,5,482,+6,0
74,5,芝,外2200m,曇,良,12,11,55,299.5,13,464,-4,0
75,5,芝,外2200m,曇,良,13,7,53,284.7,12,454,0,0
76,6,芝,2000m,晴,良,1,14,56,5.2,2,526,0,460
77,6,芝,2000m,晴,良,2,15,53,64.0,8,442,0,"3,180"
78,6,芝,2000m,晴,良,3,4,56,28.2,7,432,0,"1,580"
79,6,芝,2000m,晴,良,4,9,56,13.9,4,440,0,0
80,6,芝,2000m,晴,良,5,13,56,25.8,6,488,0,0
81,6,芝,2000m,晴,良,6,3,54,22.0,5,426,0,0
82,6,芝,2000m,晴,良,7,11,56,1.4,1,492,0,0
83,6,芝,2000m,晴,良,8,8,53,203.0,12,466,0,0
84,6,芝,2000m,晴,良,9,5,56,65.0,9,530,0,0
85,6,芝,2000m,晴,良,10,2,56,8.8,3,448,0,0
86,6,芝,2000m,晴,良,11,1,53,228.8,13,454,0,0
87,6,芝,2000m,晴,良,12,12,54,327.6,15,538,0,0
88,6,芝,2000m,晴,良,13,7,56,65.8,10,460,0,0
89,6,芝,2000m,晴,良,14,6,56,97.2,11,452,0,0
90,6,芝,2000m,晴,良,15,10,56,317.9,14,466,0,0
91,7,ダート,1200m,晴,良,1,4,56,5.9,2,520,+12,220
92,7,ダート,1200m,晴,良,2,14,56,5.9,3,466,+6,200
93,7,ダート,1200m,晴,良,3,10,56,13.7,6,490,0,370
94,7,ダート,1200m,晴,良,4,11,55,17.5,9,522,+6,0
95,7,ダート,1200m,晴,良,5,16,57,7.5,5,510,+24,0
96,7,ダート,1200m,晴,良,6,3,57,4.4,1,502,+14,0
97,7,ダート,1200m,晴,良,7,7,56,6.7,4,470,+2,0
98,7,ダート,1200m,晴,良,8,15,56,14.1,8,480,+2,0
99,7,ダート,1200m,晴,良,9,2,55,53.7,14,510,0,0
100,7,ダート,1200m,晴,良,10,5,52,14.0,7,476,0,0
101,7,ダート,1200m,晴,良,11,8,57,41.5,12,486,+6,0
102,7,ダート,1200m,晴,良,12,9,56,51.2,13,470,+6,0
103,7,ダート,1200m,晴,良,13,1,56,31.7,10,500,+18,0
104,7,ダート,1200m,晴,良,14,13,56,35.7,11,464,+6,0
105,7,ダート,1200m,晴,良,15,6,54,118.2,15,436,+2,0
106,7,ダート,1200m,晴,良,16,12,53,295.1,16,420,-4,0
107,8,ダート,1900m,晴,良,1,7,56,2.6,1,486,0,130
108,8,ダート,1900m,晴,良,2,10,56,3.7,2,502,0,150
109,8,ダート,1900m,晴,良,3,1,56,12.7,5,506,+22,290
110,8,ダート,1900m,晴,良,4,4,57,13.0,6,532,+4,0
111,8,ダート,1900m,晴,良,5,6,57,11.8,4,500,+4,0
112,8,ダート,1900m,晴,良,6,9,55,21.0,7,478,+2,0
113,8,ダート,1900m,晴,良,7,5,56,21.7,8,514,+20,0
114,8,ダート,1900m,晴,良,8,14,56,45.7,11,550,-10,0
115,8,ダート,1900m,晴,良,9,11,55,44.7,10,502,+4,0
116,8,ダート,1900m,晴,良,10,13,57,50.0,12,446,+8,0
117,8,ダート,1900m,晴,良,11,8,57,6.2,3,494,+2,0
118,8,ダート,1900m,晴,良,12,2,57,115.2,13,482,+8,0
119,8,ダート,1900m,晴,良,13,3,54,231.3,15,496,0,0
120,8,ダート,1900m,晴,良,14,15,56,27.5,9,502,+10,0
121,8,ダート,1900m,晴,良,15,12,57,167.9,14,480,+8,0
122,9,芝,2000m,晴,良,1,8,56,18.3,7,476,-2,460
123,9,芝,2000m,晴,良,2,6,56,4.8,3,486,+10,230
124,9,芝,2000m,晴,良,3,5,56,44.6,8,474,-2,"1,070"
125,9,芝,2000m,晴,良,4,1,56,2.8,1,454,+8,0
126,9,芝,2000m,晴,良,5,7,54,10.2,5,510,0,0
127,9,芝,2000m,晴,良,6,3,56,15.7,6,522,-6,0
128,9,芝,2000m,晴,良,7,2,56,3.5,2,506,-6,0
129,9,芝,2000m,晴,良,8,4,54,5.7,4,464,+4,0
130,10,ダート,1900m,曇,良,1,9,57,3.6,2,498,+2,140
131,10,ダート,1900m,曇,良,2,10,56,5.3,3,530,0,190
132,10,ダート,1900m,曇,良,3,5,57,8.4,5,524,+2,190
133,10,ダート,1900m,曇,良,4,3,56,2.9,1,432,0,0
134,10,ダート,1900m,曇,良,5,8,56,9.4,6,496,+4,0
135,10,ダート,1900m,曇,良,6,7,57,63.2,9,510,+2,0
136,10,ダート,1900m,曇,良,7,4,57,50.8,7,536,+12,0
137,10,ダート,1900m,曇,良,8,6,57,60.5,8,468,+10,0
138,10,ダート,1900m,曇,良,9,2,57,64.8,10,504,+6,0
139,10,ダート,1900m,曇,良,10,1,57,6.4,4,530,+6,0
140,11,芝,外1600m,晴,良,1,9,57,6.4,4,500,-6,190
141,11,芝,外1600m,晴,良,2,13,57.5,5.7,3,538,0,180
142,11,芝,外1600m,晴,良,3,7,56,3.0,1,458,+2,130
143,11,芝,外1600m,晴,良,4,6,56.5,15.6,6,498,0,0
144,11,芝,外1600m,晴,良,5,8,54,20.6,8,530,-2,0
145,11,芝,外1600m,晴,良,6,5,54,38.8,11,500,+4,0
146,11,芝,外1600m,晴,良,7,11,55,19.0,7,438,-6,0
147,11,芝,外1600m,晴,良,8,2,54,5.1,2,442,-4,0
148,11,芝,外1600m,晴,良,9,1,54,65.4,13,480,+2,0
149,11,芝,外1600m,晴,良,10,4,56,23.5,9,458,+2,0
150,11,芝,外1600m,晴,良,11,10,56.5,38.9,12,526,+4,0
151,11,芝,外1600m,晴,良,12,3,57,33.6,10,476,+2,0
152,11,芝,外1600m,晴,良,13,12,57.5,10.6,5,498,0,0
153,12,芝,1200m,晴,良,1,10,55,28.3,9,482,+6,760
154,12,芝,1200m,晴,良,2,3,57,7.3,4,510,+2,270
155,12,芝,1200m,晴,良,3,15,57,82.9,14,514,+6,"1,530"
156,12,芝,1200m,晴,良,4,16,57,9.7,6,518,+8,0
157,12,芝,1200m,晴,良,5,11,54,12.4,7,442,+10,0
158,12,芝,1200m,晴,良,6,8,54,4.5,2,458,+10,0
159,12,芝,1200m,晴,良,7,9,55,164.3,16,476,-12,0
160,12,芝,1200m,晴,良,8,1,55,7.4,5,424,-4,0
161,12,芝,1200m,晴,良,9,12,54,72.0,13,482,+2,0
162,12,芝,1200m,晴,良,10,6,54,5.2,3,460,+6,0
163,12,芝,1200m,晴,良,11,5,56,71.6,12,488,-6,0
164,12,芝,1200m,晴,良,12,13,55,68.3,10,470,-6,0
165,12,芝,1200m,晴,良,13,7,56,4.3,1,454,-2,0
166,12,芝,1200m,晴,良,14,2,55,70.6,11,470,+10,0
167,12,芝,1200m,晴,良,15,4,53,27.1,8,490,-14,0
168,12,芝,1200m,晴,良,16,14,57,100.6,15,476,+14,0
169,1,ダート,1200m,晴,良,1,16,56,8.3,4,480,+2,260
170,1,ダート,1200m,晴,良,2,6,54,73.2,11,468,+6,"1,460"
171,1,ダート,1200m,晴,良,3,2,56,2.7,1,444,+4,150
172,1,ダート,1200m,晴,良,4,4,54,7.8,3,470,0,0
173,1,ダート,1200m,晴,良,5,14,56,13.7,6,506,+18,0
174,1,ダート,1200m,晴,良,6,3,55,52.7,10,474,+4,0
175,1,ダート,1200m,晴,良,7,9,56,3.0,2,486,0,0
176,1,ダート,1200m,晴,良,8,1,56,201.1,12,438,+6,0
177,1,ダート,1200m,晴,良,9,12,54,8.4,5,454,+4,0
178,1,ダート,1200m,晴,良,10,7,54,334.9,15,444,-4,0
179,1,ダート,1200m,晴,良,11,13,56,44.7,9,472,-2,0
180,1,ダート,1200m,晴,良,12,8,51,37.5,7,452,+2,0
181,1,ダート,1200m,晴,良,13,15,55,38.6,8,470,-2,0
182,1,ダート,1200m,晴,良,14,5,51,228.9,13,438,-8,0
183,1,ダート,1200m,晴,良,15,11,54,309.2,14,430,-4,0
184,1,ダート,1200m,晴,良,16,10,51,607.6,16,394,0,0
185,2,ダート,1800m,晴,良,1,3,54,8.6,4,470,+2,240
186,2,ダート,1800m,晴,良,2,14,54,1.7,1,470,-4,110
187,2,ダート,1800m,晴,良,3,7,54,60.6,7,452,0,800
188,2,ダート,1800m,晴,良,4,9,54,3.8,2,492,-6,0
189,2,ダート,1800m,晴,良,5,2,54,44.2,6,470,0,0
190,2,ダート,1800m,晴,良,6,4,54,8.0,3,458,+4,0
191,2,ダート,1800m,晴,良,7,10,54,86.1,9,448,-2,0
192,2,ダート,1800m,晴,良,8,12,51,14.4,5,462,+2,0
193,2,ダート,1800m,晴,良,9,6,53,147.5,11,476,+6,0
194,2,ダート,1800m,晴,良,10,13,54,154.7,12,448,0,0
195,2,ダート,1800m,晴,良,11,1,51,277.8,14,434,-2,0
196,2,ダート,1800m,晴,良,12,8,53,70.2,8,424,-2,0
197,2,ダート,1800m,晴,良,13,5,52,158.8,13,494,+2,0
198,2,ダート,1800m,晴,良,14,11,54,89.7,10,422,-2,0
199,3,ダート,1200m,晴,良,1,8,51,3.5,2,472,0,140
200,3,ダート,1200m,晴,良,2,9,54,21.3,6,496,0,340
201,3,ダート,1200m,晴,良,3,6,56,4.8,3,480,0,160
202,3,ダート,1200m,晴,良,4,14,55,18.0,5,490,0,0
203,3,ダート,1200m,晴,良,5,16,56,101.4,14,490,0,0
204,3,ダート,1200m,晴,良,6,2,56,2.1,1,476,0,0
205,3,ダート,1200m,晴,良,7,15,54,88.9,12,428,0,0
206,3,ダート,1200m,晴,良,8,10,54,84.4,11,444,0,0
207,3,ダート,1200m,晴,良,9,13,54,101.4,13,392,0,0
208,3,ダート,1200m,晴,良,10,7,54,14.7,4,516,0,0
209,3,ダート,1200m,晴,良,11,11,53,271.4,16,450,0,0
210,3,ダート,1200m,晴,良,12,3,56,77.1,10,420,0,0
211,3,ダート,1200m,晴,良,13,1,56,58.1,8,464,0,0
212,3,ダート,1200m,晴,良,14,4,55,25.7,7,436,0,0
213,3,ダート,1200m,晴,良,15,12,54,169.4,15,428,0,0
214,3,ダート,1200m,晴,良,16,5,54,68.6,9,470,0,0
215,5,芝,1600m,晴,良,1,6,56,5.2,2,474,+4,160
216,5,芝,1600m,晴,良,2,5,54,2.4,1,432,-2,130
217,5,芝,1600m,晴,良,3,9,54,21.1,7,440,-10,380
218,5,芝,1600m,晴,良,4,4,51,37.6,11,450,+4,0
219,5,芝,1600m,晴,良,5,1,53,269.9,14,446,0,0
220,5,芝,1600m,晴,良,6,11,56,13.7,5,460,+6,0
221,5,芝,1600m,晴,良,7,3,56,35.2,10,456,+6,0
222,5,芝,1600m,晴,良,8,16,54,86.0,12,408,-4,0
223,5,芝,1600m,晴,良,9,2,56,6.9,4,508,+8,0
224,5,芝,1600m,晴,良,10,14,56,20.8,6,504,-10,0
225,5,芝,1600m,晴,良,11,13,54,23.6,8,452,-10,0
226,5,芝,1600m,晴,良,12,8,54,5.3,3,416,-2,0
227,5,芝,1600m,晴,良,13,10,55,30.3,9,446,+6,0
228,5,芝,1600m,晴,良,14,12,56,462.9,16,490,0,0
229,5,芝,1600m,晴,良,15,15,54,394.5,15,438,0,0
230,5,芝,1600m,晴,良,16,7,54,138.3,13,456,0,0
231,6,ダート,1800m,曇,良,1,1,56,62.4,8,468,+2,670
232,6,ダート,1800m,曇,良,2,7,56,2.3,1,524,+12,120
233,6,ダート,1800m,曇,良,3,2,56,3.2,2,460,+2,120
234,6,ダート,1800m,曇,良,4,8,54,6.0,3,490,-6,0
235,6,ダート,1800m,曇,良,5,9,56,128.9,10,450,+2,0
236,6,ダート,1800m,曇,良,6,6,55,37.0,7,458,+2,0
237,6,ダート,1800m,曇,良,7,4,53,62.5,9,550,+2,0
238,6,ダート,1800m,曇,良,8,3,56,9.3,5,470,-8,0
239,6,ダート,1800m,曇,良,9,10,56,28.8,6,476,+6,0
240,6,ダート,1800m,曇,良,10,5,56,7.3,4,466,-2,0
241,7,ダート,1800m,曇,良,1,8,54,4.8,2,508,+6,170
242,7,ダート,1800m,曇,良,2,7,56,13.0,8,500,+4,310
243,7,ダート,1800m,曇,良,3,16,57,4.0,1,504,-2,140
244,7,ダート,1800m,曇,良,4,13,55,6.2,4,520,+2,0
245,7,ダート,1800m,曇,良,5,9,56,31.4,10,488,-5,0
246,7,ダート,1800m,曇,良,6,3,56,105.1,14,466,+14,0
247,7,ダート,1800m,曇,良,7,14,57,6.1,3,510,0,0
248,7,ダート,1800m,曇,良,8,6,53,28.9,9,514,+12,0
249,7,ダート,1800m,曇,良,9,5,57,9.8,5,484,+8,0
250,7,ダート,1800m,曇,良,10,11,54,204.8,16,486,+2,0
251,7,ダート,1800m,曇,良,11,1,56,55.5,11,520,-10,0
252,7,ダート,1800m,曇,良,12,15,53,99.1,13,498,+2,0
253,7,ダート,1800m,曇,良,13,10,56,191.6,15,470,+10,0
254,7,ダート,1800m,曇,良,14,4,55,10.8,6,516,+6,0
255,7,ダート,1800m,曇,良,15,2,56,12.8,7,444,+4,0
256,7,ダート,1800m,曇,良,16,12,57,83.3,12,474,-8,0
257,8,芝,外2200m,曇,良,1,1,57,15.6,9,474,+8,360
258,8,芝,外2200m,曇,良,2,5,56,6.3,2,436,+4,220
259,8,芝,外2200m,曇,良,3,6,54,6.4,3,498,0,240
260,8,芝,外2200m,曇,良,4,9,56,7.9,4,492,+4,0
261,8,芝,外2200m,曇,良,5,4,57,29.7,11,450,+6,0
262,8,芝,外2200m,曇,良,6,2,55,26.9,10,510,+6,0
263,8,芝,外2200m,曇,良,7,14,54,11.9,7,474,+2,0
264,8,芝,外2200m,曇,良,8,3,54,91.4,14,464,+2,0
265,8,芝,外2200m,曇,良,9,7,57,13.0,8,502,+2,0
266,8,芝,外2200m,曇,良,10,10,56,3.6,1,466,+4,0
267,8,芝,外2200m,曇,良,11,11,56,46.9,12,488,-14,0
268,8,芝,外2200m,曇,良,12,8,55,125.7,15,468,-4,0
269,8,芝,外2200m,曇,良,13,16,55,237.6,16,488,-6,0
270,8,芝,外2200m,曇,良,14,15,54,72.5,13,458,+12,0
271,8,芝,外2200m,曇,良,15,12,57,11.5,6,428,-2,0
272,8,芝,外2200m,曇,良,16,13,54,10.1,5,490,-4,0
273,9,ダート,1800m,晴,良,1,3,56,4.3,2,496,-2,140
274,9,ダート,1800m,晴,良,2,12,57,34.3,9,544,+6,500
275,9,ダート,1800m,晴,良,3,13,55,1.9,1,492,+4,110
276,9,ダート,1800m,晴,良,4,2,56,6.6,3,464,+6,0
277,9,ダート,1800m,晴,良,5,4,57,126.1,13,482,-4,0
278,9,ダート,1800m,晴,良,6,1,57,17.7,5,502,+8,0
279,9,ダート,1800m,晴,良,7,6,56,87.1,12,494,+8,0
280,9,ダート,1800m,晴,良,8,7,57,11.7,4,530,0,0
281,9,ダート,1800m,晴,良,9,10,57,32.0,8,466,0,0
282,9,ダート,1800m,晴,良,10,14,57,79.2,11,470,0,0
283,9,ダート,1800m,晴,良,11,5,57,131.5,14,500,+6,0
284,9,ダート,1800m,晴,良,12,8,57,20.9,6,528,0,0
285,9,ダート,1800m,晴,良,13,11,56,71.8,10,502,+2,0
286,9,ダート,1800m,晴,良,14,9,57,23.0,7,500,+6,0
287,10,芝,2000m,晴,良,1,7,56,4.1,3,540,+6,150
288,10,芝,2000m,晴,良,2,3,56,2.5,1,496,-2,110
289,10,芝,2000m,晴,良,3,1,57,10.5,4,458,+6,200
290,10,芝,2000m,晴,良,4,6,57,10.9,5,486,+2,0
291,10,芝,2000m,晴,良,5,2,57,20.2,7,476,0,0
292,10,芝,2000m,晴,良,6,9,57,69.4,8,530,0,0
293,10,芝,2000m,晴,良,7,5,57,13.4,6,504,+6,0
294,10,芝,2000m,晴,良,8,4,56,3.7,2,456,-4,0
295,10,芝,2000m,晴,良,9,8,57,80.4,9,524,+2,0
296,11,芝,外3000m,晴,良,1,6,52,17.0,7,506,+2,380
297,11,芝,外3000m,晴,良,2,7,52,5.1,3,448,-8,180
298,11,芝,外3000m,晴,良,3,2,51,4.8,2,444,+2,160
299,11,芝,外3000m,晴,良,4,1,49,56.4,8,450,-4,0
300,11,芝,外3000m,晴,良,5,4,54,7.2,5,530,+4,0
301,11,芝,外3000m,晴,良,6,5,57,2.6,1,490,+6,0
302,11,芝,外3000m,晴,良,7,8,53,12.2,6,490,+10,0
303,11,芝,外3000m,晴,良,8,9,53,6.0,4,496,-6,0
304,11,芝,外3000m,晴,良,9,3,48,115.1,9,452,-2,0
305,12,芝,外1600m,晴,良,1,3,57,9.7,5,476,-4,320
306,12,芝,外1600m,晴,良,2,1,54,13.1,6,478,0,450
307,12,芝,外1600m,晴,良,3,4,55,5.6,3,440,-12,230
308,12,芝,外1600m,晴,良,4,6,55,2.1,1,500,+6,0
309,12,芝,外1600m,晴,良,5,8,57,6.6,4,506,-2,0
310,12,芝,外1600m,晴,良,6,7,54,26.9,7,466,-2,0
311,12,芝,外1600m,晴,良,7,2,55,32.5,8,474,+4,0
312,12,芝,外1600m,晴,良,8,9,54,53.9,9,504,0,0
313,12,芝,外1600m,晴,良,9,5,56,141.7,10,500,+18,0
314,12,芝,外1600m,晴,良,10,10,57,5.1,2,472,+4,0
315,1,ダート,1800m,曇,稍重,1,7,56,3.4,1,496,+4,140
316,1,ダート,1800m,曇,稍重,2,6,56,5.8,2,532,+8,180
317,1,ダート,1800m,曇,稍重,3,1,56,6.3,4,522,+4,220
318,1,ダート,1800m,曇,稍重,4,3,54,20.2,8,444,-2,0
319,1,ダート,1800m,曇,稍重,5,2,55,24.6,9,486,+4,0
320,1,ダート,1800m,曇,稍重,6,12,56,176.4,14,456,+4,0
321,1,ダート,1800m,曇,稍重,7,4,56,52.9,11,460,-4,0
322,1,ダート,1800m,曇,稍重,8,14,56,5.9,3,474,+4,0
323,1,ダート,1800m,曇,稍重,9,13,56,36.3,10,474,+18,0
324,1,ダート,1800m,曇,稍重,10,11,53,236.2,15,548,+2,0
325,1,ダート,1800m,曇,稍重,11,8,56,9.8,6,474,-6,0
326,1,ダート,1800m,曇,稍重,12,16,53,16.1,7,494,-2,0
327,1,ダート,1800m,曇,稍重,13,5,56,7.4,5,464,0,0
328,1,ダート,1800m,曇,稍重,14,9,54,74.7,12,438,-8,0
329,1,ダート,1800m,曇,稍重,15,10,55,109.1,13,484,+12,0
330,1,ダート,1800m,曇,稍重,16,15,56,288.9,16,466,0,0
331,2,ダート,1800m,小雨,稍重,1,10,53,5.2,4,450,0,150
332,2,ダート,1800m,小雨,稍重,2,9,54,4.0,2,478,0,130
333,2,ダート,1800m,小雨,稍重,3,8,54,4.1,3,470,0,150
334,2,ダート,1800m,小雨,稍重,4,12,54,14.2,6,440,0,0
335,2,ダート,1800m,小雨,稍重,5,1,54,3.3,1,482,0,0
336,2,ダート,1800m,小雨,稍重,6,3,51,51.4,10,414,0,0
337,2,ダート,1800m,小雨,稍重,7,7,51,66.9,12,422,0,0
338,2,ダート,1800m,小雨,稍重,8,4,54,29.3,7,440,0,0
339,2,ダート,1800m,小雨,稍重,9,2,54,41.2,8,450,0,0
340,2,ダート,1800m,小雨,稍重,10,11,53,14.0,5,470,0,0
341,2,ダート,1800m,小雨,稍重,11,5,52,54.6,11,402,0,0
342,2,ダート,1800m,小雨,稍重,12,6,54,47.4,9,430,0,0
343,3,ダート,1400m,小雨,稍重,1,8,56,5.2,2,512,+4,220
344,3,ダート,1400m,小雨,稍重,2,6,56,35.6,10,488,+4,790
345,3,ダート,1400m,小雨,稍重,3,15,56,27.7,8,444,+2,560
346,3,ダート,1400m,小雨,稍重,4,12,56,2.1,1,508,0,0
347,3,ダート,1400m,小雨,稍重,5,9,56,15.4,5,468,+6,0
348,3,ダート,1400m,小雨,稍重,6,7,56,45.0,12,506,0,0
349,3,ダート,1400m,小雨,稍重,7,3,54,262.9,16,498,+6,0
350,3,ダート,1400m,小雨,稍重,8,11,56,25.7,7,478,+4,0
351,3,ダート,1400m,小雨,稍重,9,16,54,57.3,13,468,+4,0
352,3,ダート,1400m,小雨,稍重,10,14,56,30.6,9,480,0,0
353,3,ダート,1400m,小雨,稍重,11,4,56,38.7,11,442,+2,0
354,3,ダート,1400m,小雨,稍重,12,10,56,122.0,14,492,0,0
355,3,ダート,1400m,小雨,稍重,13,13,56,5.7,3,434,+4,0
356,3,ダート,1400m,小雨,稍重,14,2,56,247.0,15,502,-1,0
357,3,ダート,1400m,小雨,稍重,15,5,56,24.9,6,470,+4,0
358,3,ダート,1400m,小雨,稍重,16,1,56,10.0,4,492,+8,0
359,4,ダート,1900m,小雨,稍重,1,8,56,5.2,2,512,+2,150
360,4,ダート,1900m,小雨,稍重,2,1,56,149.6,15,482,+44,"2,580"
361,4,ダート,1900m,小雨,稍重,3,10,57,2.1,1,464,-2,110
362,4,ダート,1900m,小雨,稍重,4,4,57,5.5,3,508,+4,0
363,4,ダート,1900m,小雨,稍重,5,15,57,19.2,5,552,+4,0
364,4,ダート,1900m,小雨,稍重,6,14,57,64.0,12,478,+12,0
365,4,ダート,1900m,小雨,稍重,7,13,56,35.7,10,514,+24,0
366,4,ダート,1900m,小雨,稍重,8,11,57,33.0,8,508,+14,0
367,4,ダート,1900m,小雨,稍重,9,3,57,7.5,4,472,+6,0
368,4,ダート,1900m,小雨,稍重,10,9,56,24.7,6,534,+2,0
369,4,ダート,1900m,小雨,稍重,11,5,57,135.9,14,492,+12,0
370,4,ダート,1900m,小雨,稍重,12,6,56,25.4,7,506,+2,0
371,4,ダート,1900m,小雨,稍重,13,2,56,190.3,16,458,+2,0
372,4,ダート,1900m,小雨,稍重,14,7,56,36.5,11,490,+10,0
373,4,ダート,1900m,小雨,稍重,15,12,56,110.0,13,542,-2,0
374,4,ダート,1900m,小雨,稍重,16,16,54,35.3,9,490,+12,0
375,5,芝,2000m,雨,稍重,1,16,56,3.8,2,474,+6,130
376,5,芝,2000m,雨,稍重,2,15,56,2.0,1,464,-6,110
377,5,芝,2000m,雨,稍重,3,12,54,9.4,4,452,-4,170
378,5,芝,2000m,雨,稍重,4,2,56,226.1,16,462,0,0
379,5,芝,2000m,雨,稍重,5,3,55,113.5,14,452,-2,0
380,5,芝,2000m,雨,稍重,6,11,56,100.7,13,484,-2,0
381,5,芝,2000m,雨,稍重,7,9,56,6.6,3,500,0,0
382,5,芝,2000m,雨,稍重,8,1,56,18.5,5,416,+2,0
383,5,芝,2000m,雨,稍重,9,4,54,60.9,11,456,-2,0
