,レース,芝ダ,距離,天候,馬場,着順,馬番,斤量,単勝,人気,馬体重,増減,複勝
34,3,ダート,1700m,曇,良,4,5,54,4.3,1,488,+10,0
35,3,ダート,1700m,曇,良,5,3,55,42.2,10,452,-2,0
36,3,ダート,1700m,曇,良,6,1,52,25.1,8,482,-6,0
37,3,ダート,1700m,曇,良,7,4,52,4.4,2,446,-4,0
38,3,ダート,1700m,曇,良,8,10,55,5.2,4,500,0,0
39,3,ダート,1700m,曇,良,9,2,55,104.1,12,420,-14,0
40,3,ダート,1700m,曇,良,10,14,55,107.5,13,454,-8,0
41,3,ダート,1700m,曇,良,11,11,55,39.4,9,412,-14,0
42,3,ダート,1700m,曇,良,12,7,55,200.7,14,440,-10,0
43,3,ダート,1700m,曇,良,13,12,55,18.1,6,440,-2,0
44,3,ダート,1700m,曇,良,14,13,55,49.0,11,442,-17,0
45,6,ダート,1700m,曇,良,1,8,53,6.6,3,508,-6,160
46,6,ダート,1700m,曇,良,2,4,54,1.5,1,488,-2,110
47,6,ダート,1700m,曇,良,3,6,56,83.5,10,508,-4,940
48,6,ダート,1700m,曇,良,4,9,54,13.6,4,526,+10,0
49,6,ダート,1700m,曇,良,5,12,54,5.2,2,482,-4,0
50,6,ダート,1700m,曇,良,6,13,54,40.5,8,436,-4,0
51,6,ダート,1700m,曇,良,7,2,54,95.2,11,520,+4,0
52,6,ダート,1700m,曇,良,8,7,54,36.9,7,466,-2,0
53,6,ダート,1700m,曇,良,9,3,54,134.5,13,484,+4,0
54,6,ダート,1700m,曇,良,10,11,54,26.9,6,510,-8,0
55,6,ダート,1700m,曇,良,11,10,57,45.9,9,490,-2,0
56,6,ダート,1700m,曇,良,12,1,57,26.2,5,504,-8,0
57,6,ダート,1700m,曇,良,13,5,57,108.9,12,438,-4,0
58,7,ダート,1150m,曇,良,1,13,54,2.5,1,496,-8,130
59,7,ダート,1150m,曇,良,2,12,52,8.4,4,416,+2,220
60,7,ダート,1150m,曇,良,3,16,54,5.3,2,468,-6,170
61,7,ダート,1150m,曇,良,4,14,51,8.7,5,428,-16,0
62,7,ダート,1150m,曇,良,5,5,51,14.8,7,414,+6,0
63,7,ダート,1150m,曇,良,6,2,54,262.2,15,400,-8,0
64,7,ダート,1150m,曇,良,7,3,51,18.3,8,428,+2,0
65,7,ダート,1150m,曇,良,8,6,54,34.3,9,396,-8,0
66,7,ダート,1150m,曇,良,9,1,51,5.7,3,472,-2,0
67,7,ダート,1150m,曇,良,10,4,54,113.7,12,408,+12,0
68,7,ダート,1150m,曇,良,11,9,51,75.7,10,420,-16,0
69,7,ダート,1150m,曇,良,12,7,54,172.0,14,412,-6,0
70,7,ダート,1150m,曇,良,13,8,54,14.6,6,464,0,0
71,7,ダート,1150m,曇,良,14,11,54,146.8,13,422,0,0
72,7,ダート,1150m,曇,良,15,10,51,439.4,16,400,-14,0
73,7,ダート,1150m,曇,良,16,15,54,105.1,11,438,0,0
74,8,芝,2600m,曇,良,1,12,54,48.2,11,432,-10,"1,220"
75,8,芝,2600m,曇,良,2,13,56,2.7,1,450,-4,130
76,8,芝,2600m,曇,良,3,4,53,68.9,13,512,+4,"2,030"
77,8,芝,2600m,曇,良,4,2,53,79.5,15,460,-16,0
78,8,芝,2600m,曇,良,5,1,56,34.8,9,548,0,0
79,8,芝,2600m,曇,良,6,3,54,6.5,4,450,+2,0
80,8,芝,2600m,曇,良,7,14,56,6.9,5,442,-8,0
81,8,芝,2600m,曇,良,8,8,56,6.2,3,486,-4,0
82,8,芝,2600m,曇,良,9,9,56,41.2,10,486,-2,0
83,8,芝,2600m,曇,良,10,11,53,49.5,12,480,-8,0
84,8,芝,2600m,曇,良,11,16,53,21.1,7,492,-14,0
85,8,芝,2600m,曇,良,12,7,53,74.1,14,454,-4,0
86,8,芝,2600m,曇,良,13,10,56,410.9,16,438,-4,0
87,8,芝,2600m,曇,良,14,6,53,34.6,8,416,-8,0
88,8,芝,2600m,曇,良,15,5,54,17.1,6,436,-4,0
89,8,芝,2600m,曇,良,16,15,56,6.2,2,506,-12,0
90,9,ダート,1150m,曇,良,1,15,57,8.7,4,454,-12,240
91,9,ダート,1150m,曇,良,2,6,52,4.1,1,452,-12,150
92,9,ダート,1150m,曇,良,3,2,57,13.8,6,470,-2,350
93,9,ダート,1150m,曇,良,4,16,57,13.9,7,488,+6,0
94,9,ダート,1150m,曇,良,5,11,57,16.8,8,476,-10,0
95,9,ダート,1150m,曇,良,6,4,56,40.0,13,522,-6,0
96,9,ダート,1150m,曇,良,7,3,54,18.7,10,518,-6,0
97,9,ダート,1150m,曇,良,8,14,54,16.8,9,506,0,0
98,9,ダート,1150m,曇,良,9,10,54,10.6,5,490,0,0
99,9,ダート,1150m,曇,良,10,8,57,316.5,16,472,-15,0
100,9,ダート,1150m,曇,良,11,13,55,40.6,14,460,-2,0
101,9,ダート,1150m,曇,良,12,1,55,7.3,3,488,0,0
102,9,ダート,1150m,曇,良,13,5,55,22.5,11,456,+4,0
103,9,ダート,1150m,曇,良,14,7,52,299.9,15,438,-9,0
104,9,ダート,1150m,曇,良,15,12,55,37.1,12,494,-4,0
105,9,ダート,1150m,曇,良,16,9,57,4.5,2,440,-2,0
106,10,芝,2000m,曇,良,1,2,56,2.0,1,450,-2,130
107,10,芝,2000m,曇,良,2,8,56,12.7,5,476,-4,280
108,10,芝,2000m,曇,良,3,9,54,26.9,7,442,-4,430
109,10,芝,2000m,曇,良,4,4,56,4.1,2,480,-6,0
110,10,芝,2000m,曇,良,5,5,54,72.7,10,458,-10,0
111,10,芝,2000m,曇,良,6,3,56,15.0,6,444,0,0
112,10,芝,2000m,曇,良,7,10,54,7.1,3,478,-4,0
113,10,芝,2000m,曇,良,8,6,56,7.2,4,436,-2,0
114,10,芝,2000m,曇,良,9,7,56,36.2,8,442,-8,0
115,10,芝,2000m,曇,良,10,1,54,44.4,9,468,0,0
116,11,芝,1200m,曇,良,1,13,55,8.2,5,486,-14,330
117,11,芝,1200m,曇,良,2,10,57,11.1,6,478,+4,360
118,11,芝,1200m,曇,良,3,9,55,76.4,15,428,-4,"1,910"
119,11,芝,1200m,曇,良,4,16,57,6.0,3,478,-4,0
120,11,芝,1200m,曇,良,5,6,55,46.0,13,454,-6,0
121,11,芝,1200m,曇,良,6,3,55,5.4,2,464,-6,0
122,11,芝,1200m,曇,良,7,11,55,117.9,16,436,+2,0
123,11,芝,1200m,曇,良,8,5,57,18.5,9,454,-14,0
124,11,芝,1200m,曇,良,9,8,55,42.7,11,482,-12,0
125,11,芝,1200m,曇,良,10,14,55,4.8,1,502,-2,0
126,11,芝,1200m,曇,良,11,15,57,20.1,10,482,-6,0
127,11,芝,1200m,曇,良,12,7,55,71.6,14,456,+2,0
128,11,芝,1200m,曇,良,13,1,57,6.7,4,488,-10,0
129,11,芝,1200m,曇,良,14,2,57,14.2,7,482,+2,0
130,11,芝,1200m,曇,良,15,4,57,45.7,12,466,+12,0
131,11,芝,1200m,曇,良,16,12,57,16.1,8,502,+8,0
132,12,芝,1800m,曇,良,1,9,57,15.5,7,414,-10,520
133,12,芝,1800m,曇,良,2,12,57,22.0,10,500,+2,620
134,12,芝,1800m,曇,良,3,5,57,76.7,13,446,0,"1,750"
135,12,芝,1800m,曇,良,4,16,57,15.8,8,446,-10,0
136,12,芝,1800m,曇,良,5,14,57,7.4,3,502,-4,0
137,12,芝,1800m,曇,良,6,2,55,10.8,5,478,-6,0
138,12,芝,1800m,曇,良,7,13,57,13.4,6,492,+4,0
139,12,芝,1800m,曇,良,8,4,57,2.5,1,492,-2,0
140,12,芝,1800m,曇,良,9,15,55,132.4,16,466,-2,0
141,12,芝,1800m,曇,良,10,11,57,7.2,2,490,-2,0
142,12,芝,1800m,曇,良,11,8,57,9.4,4,468,-10,0
143,12,芝,1800m,曇,良,12,3,57,18.6,9,466,-20,0
144,12,芝,1800m,曇,良,13,1,55,71.6,12,406,-6,0
145,12,芝,1800m,曇,良,14,10,55,27.1,11,462,0,0
146,12,芝,1800m,曇,良,15,7,57,103.3,15,520,0,0
147,12,芝,1800m,曇,良,16,6,57,90.0,14,454,-4,0
148,1,ダート,1700m,晴,良,1,5,56,1.7,1,512,-10,110
149,1,ダート,1700m,晴,良,2,13,56,7.2,3,468,+2,180
150,1,ダート,1700m,晴,良,3,15,55,37.9,8,504,+28,700
151,1,ダート,1700m,晴,良,4,3,56,34.3,7,502,-12,0
152,1,ダート,1700m,晴,良,5,12,54,5.4,2,486,-8,0
153,1,ダート,1700m,晴,良,6,14,56,66.4,10,508,-8,0
154,1,ダート,1700m,晴,良,7,11,54,12.2,5,478,+2,0
155,1,ダート,1700m,晴,良,8,10,56,162.8,12,444,-2,0
156,1,ダート,1700m,晴,良,9,2,56,74.9,11,482,-4,0
157,1,ダート,1700m,晴,良,10,8,56,203.5,14,470,-4,0
158,1,ダート,1700m,晴,良,11,7,56,28.6,6,492,0,0
159,1,ダート,1700m,晴,良,12,9,51,42.4,9,458,0,0
160,1,ダート,1700m,晴,良,13,4,56,7.8,4,532,-4,0
161,1,ダート,1700m,晴,良,14,6,51,449.9,15,482,-4,0
162,1,ダート,1700m,晴,良,15,1,54,173.9,13,474,-14,0
163,2,芝,1200m,晴,良,1,10,54,5.4,3,472,-8,190
164,2,芝,1200m,晴,良,2,5,54,125.4,12,434,+10,"2,480"
165,2,芝,1200m,晴,良,3,7,51,2.4,1,472,0,140
166,2,芝,1200m,晴,良,4,9,54,12.5,5,468,+6,0
167,2,芝,1200m,晴,良,5,13,53,132.5,13,460,-4,0
168,2,芝,1200m,晴,良,6,8,56,13.3,6,502,-2,0
169,2,芝,1200m,晴,良,7,6,54,6.7,4,432,-8,0
170,2,芝,1200m,晴,良,8,11,56,4.8,2,468,+2,0
171,2,芝,1200m,晴,良,9,3,55,66.7,9,458,0,0
172,2,芝,1200m,晴,良,10,4,53,18.6,7,474,0,0
173,2,芝,1200m,晴,良,11,12,53,160.5,16,414,-6,0
174,2,芝,1200m,晴,良,12,15,53,160.3,15,432,0,0
175,2,芝,1200m,晴,良,13,16,54,117.0,11,390,0,0
176,2,芝,1200m,晴,良,14,14,53,102.5,10,446,0,0
177,2,芝,1200m,晴,良,15,2,54,29.0,8,446,-16,0
178,2,芝,1200m,晴,良,16,1,54,154.9,14,436,0,0
179,3,ダート,1700m,晴,良,1,6,57,2.8,1,488,-4,110
180,3,ダート,1700m,晴,良,2,13,57,3.1,2,466,+4,130
181,3,ダート,1700m,晴,良,3,15,54,17.9,6,496,-2,320
182,3,ダート,1700m,晴,良,4,3,54,28.7,10,486,+2,0
183,3,ダート,1700m,晴,良,5,4,57,28.7,10,450,-2,0
184,3,ダート,1700m,晴,良,6,5,54,18.7,9,510,-2,0
185,3,ダート,1700m,晴,良,7,9,57,18.7,8,504,+6,0
186,3,ダート,1700m,晴,良,8,7,57,18.5,7,536,+2,0
187,3,ダート,1700m,晴,良,9,12,56,159.7,15,466,+6,0
188,3,ダート,1700m,晴,良,10,1,57,17.7,5,458,+4,0
189,3,ダート,1700m,晴,良,11,8,54,8.8,3,462,+4,0
190,3,ダート,1700m,晴,良,12,2,57,12.4,4,478,-4,0
191,3,ダート,1700m,晴,良,13,11,52,66.1,13,458,+2,0
192,3,ダート,1700m,晴,良,14,14,57,137.9,14,444,+10,0
193,3,ダート,1700m,晴,良,15,10,54,51.8,12,468,-6,0
194,5,芝,2000m,晴,良,1,1,51,11.3,5,380,-12,270
195,5,芝,2000m,晴,良,2,14,54,1.8,1,464,-4,110
196,5,芝,2000m,晴,良,3,10,54,29.6,7,454,-8,480
197,5,芝,2000m,晴,良,4,13,54,57.9,11,448,0,0
198,5,芝,2000m,晴,良,5,2,53,9.8,4,446,-6,0
199,5,芝,2000m,晴,良,6,16,54,23.0,6,450,-14,0
200,5,芝,2000m,晴,良,7,11,53,8.1,3,418,-8,0
201,5,芝,2000m,晴,良,8,5,54,5.9,2,462,0,0
202,5,芝,2000m,晴,良,9,3,54,88.6,14,418,-2,0
203,5,芝,2000m,晴,良,10,4,52,114.8,15,394,-8,0
204,5,芝,2000m,晴,良,11,6,54,80.4,13,432,-10,0
205,5,芝,2000m,晴,良,12,12,54,66.4,12,486,0,0
206,5,芝,2000m,晴,良,13,15,51,46.0,10,412,-10,0
207,5,芝,2000m,晴,良,14,8,53,147.6,16,416,-2,0
208,5,芝,2000m,晴,良,15,7,54,40.7,8,402,-20,0
209,6,ダート,1150m,晴,良,1,13,56,6.3,4,460,+8,210
210,6,ダート,1150m,晴,良,2,11,53,2.6,1,456,-4,140
211,6,ダート,1150m,晴,良,3,8,52,17.7,5,410,-10,280
212,6,ダート,1150m,晴,良,4,10,51,5.3,3,426,+4,0
213,6,ダート,1150m,晴,良,5,7,54,3.0,2,434,0,0
214,6,ダート,1150m,晴,良,6,5,56,26.1,6,464,+1,0
215,6,ダート,1150m,晴,良,7,2,53,117.1,11,418,+1,0
216,6,ダート,1150m,晴,良,8,4,53,157.2,12,432,+2,0
217,6,ダート,1150m,晴,良,9,12,54,299.5,15,468,-14,0
218,6,ダート,1150m,晴,良,10,1,51,42.9,8,416,-12,0
219,6,ダート,1150m,晴,良,11,3,56,46.3,9,440,-12,0
220,6,ダート,1150m,晴,良,12,9,56,246.1,14,450,-12,0
221,6,ダート,1150m,晴,良,13,6,53,36.8,7,472,-6,0
222,6,ダート,1150m,晴,良,14,16,54,196.7,13,474,-16,0
223,6,ダート,1150m,晴,良,15,15,54,466.1,16,434,+2,0
224,6,ダート,1150m,晴,良,16,14,56,99.3,10,458,0,0
225,7,芝,1800m,晴,良,1,1,53,2.8,1,464,0,150
226,7,芝,1800m,晴,良,2,9,56,161.7,15,460,0,"1,840"
227,7,芝,1800m,晴,良,3,3,56,28.7,9,452,-4,800
228,7,芝,1800m,晴,良,4,8,53,2.9,2,470,-2,0
229,7,芝,1800m,晴,良,5,7,53,17.5,6,488,-10,0
230,7,芝,1800m,晴,良,6,11,56,21.1,8,448,-2,0
231,7,芝,1800m,晴,良,7,5,56,8.1,3,456,+4,0
232,7,芝,1800m,晴,良,8,12,56,9.3,4,498,+2,0
233,7,芝,1800m,晴,良,9,16,54,121.6,13,452,+4,0
234,7,芝,1800m,晴,良,10,6,56,55.0,11,472,0,0
235,7,芝,1800m,晴,良,11,13,56,139.2,14,450,0,0
236,7,芝,1800m,晴,良,12,4,56,20.0,7,466,+2,0
237,7,芝,1800m,晴,良,13,2,54,47.2,10,416,-6,0
238,7,芝,1800m,晴,良,14,15,56,58.9,12,432,0,0
239,7,芝,1800m,晴,良,15,14,56,13.9,5,452,-4,0
240,7,芝,1800m,晴,良,16,10,54,451.7,16,414,-16,0
241,8,ダート,1150m,晴,良,1,13,54,7.6,4,474,+4,230
242,8,ダート,1150m,晴,良,2,4,54,5.7,2,468,0,270
243,8,ダート,1150m,晴,良,3,6,54,8.4,5,494,+6,270
244,8,ダート,1150m,晴,良,4,14,54,26.7,8,482,-4,0
245,8,ダート,1150m,晴,良,5,5,54,3.0,1,486,-10,0
246,8,ダート,1150m,晴,良,6,12,57,31.0,10,468,-2,0
247,8,ダート,1150m,晴,良,7,8,52,28.9,9,482,+4,0
248,8,ダート,1150m,晴,良,8,10,52,68.9,13,454,-2,0
249,8,ダート,1150m,晴,良,9,7,55,211.8,14,454,+6,0
250,8,ダート,1150m,晴,良,10,1,54,31.2,11,460,-8,0
251,8,ダート,1150m,晴,良,11,11,54,8.5,6,430,-2,0
252,8,ダート,1150m,晴,良,12,9,54,5.9,3,492,-10,0
253,8,ダート,1150m,晴,良,13,3,55,24.2,7,456,+6,0
254,8,ダート,1150m,晴,良,14,2,53,66.8,12,446,-6,0
255,9,芝,1200m,晴,良,1,16,55,1.9,1,462,0,120
256,9,芝,1200m,晴,良,2,4,52,7.2,3,474,0,180
257,9,芝,1200m,晴,良,3,5,53,18.6,5,442,-10,350
258,9,芝,1200m,晴,良,4,8,52,70.4,14,456,-10,0
259,9,芝,1200m,晴,良,5,3,52,50.7,12,474,+20,0
260,9,芝,1200m,晴,良,6,9,55,9.0,4,450,+10,0
261,9,芝,1200m,晴,良,7,12,55,62.7,13,434,-1,0
262,9,芝,1200m,晴,良,8,2,54,6.3,2,480,-26,0
263,9,芝,1200m,晴,良,9,6,55,47.6,11,474,-14,0
264,9,芝,1200m,晴,良,10,15,52,18.6,6,426,+12,0
265,9,芝,1200m,晴,良,11,7,55,26.4,9,446,+2,0
266,9,芝,1200m,晴,良,12,10,52,24.5,8,390,+2,0
267,9,芝,1200m,晴,良,13,14,55,19.2,7,436,-8,0
268,9,芝,1200m,晴,良,14,11,52,430.2,16,398,-2,0
269,9,芝,1200m,晴,良,15,13,55,214.8,15,434,-7,0
270,9,芝,1200m,晴,良,16,1,54,44.4,10,490,-4,0
271,10,芝,2000m,晴,良,1,4,57,4.0,2,482,+2,160
272,10,芝,2000m,晴,良,2,15,55,15.2,5,448,-12,310
273,10,芝,2000m,晴,良,3,8,57,3.0,1,500,-2,160
274,10,芝,2000m,晴,良,4,10,55,19.4,6,438,+2,0
275,10,芝,2000m,晴,良,5,7,55,22.9,8,476,-4,0
276,10,芝,2000m,晴,良,6,5,57,60.1,14,476,-8,0
277,10,芝,2000m,晴,良,7,3,57,32.6,12,422,-4,0
278,10,芝,2000m,晴,良,8,6,57,6.2,3,412,-2,0
279,10,芝,2000m,晴,良,9,2,55,19.7,7,452,+6,0
280,10,芝,2000m,晴,良,10,14,55,148.2,15,436,-2,0
281,10,芝,2000m,晴,良,11,1,57,185.4,16,456,-8,0
282,10,芝,2000m,晴,良,12,11,57,25.7,10,490,-2,0
283,10,芝,2000m,晴,良,13,16,57,23.2,9,462,+2,0
284,10,芝,2000m,晴,良,14,12,57,31.7,11,446,-4,0
285,10,芝,2000m,晴,良,15,13,57,36.4,13,476,-6,0
286,10,芝,2000m,晴,良,16,9,57,9.2,4,500,0,0
287,11,ダート,1700m,晴,良,1,4,54,7.8,5,508,-6,290
288,11,ダート,1700m,晴,良,2,8,52,17.8,9,432,-6,430
289,11,ダート,1700m,晴,良,3,9,54,5.9,2,452,+2,270
290,11,ダート,1700m,晴,良,4,14,54,10.4,6,462,-12,0
291,11,ダート,1700m,晴,良,5,13,55,4.5,1,492,-12,0
292,11,ダート,1700m,晴,良,6,5,56,6.0,3,520,-2,0
293,11,ダート,1700m,晴,良,7,3,53,200.5,15,480,-4,0
294,11,ダート,1700m,晴,良,8,11,54,16.2,7,504,0,0
295,11,ダート,1700m,晴,良,9,15,56,6.3,4,484,-2,0
296,11,ダート,1700m,晴,良,10,1,54,32.6,12,520,+2,0
297,11,ダート,1700m,晴,良,11,7,54,19.9,10,490,-6,0
298,11,ダート,1700m,晴,良,12,6,54,16.4,8,510,-2,0
299,11,ダート,1700m,晴,良,13,10,54,134.1,13,450,-6,0
300,11,ダート,1700m,晴,良,14,12,54,160.8,14,506,-16,0
301,11,ダート,1700m,晴,良,15,2,51,23.1,11,460,-4,0
302,12,芝,1200m,晴,良,1,16,55,5.1,2,482,-4,190
303,12,芝,1200m,晴,良,2,3,55,9.5,7,410,+4,310
304,12,芝,1200m,晴,良,3,1,55,6.4,4,508,+6,230
305,12,芝,1200m,晴,良,4,8,55,24.6,9,464,+10,0
306,12,芝,1200m,晴,良,5,10,57,7.0,5,494,+2,0
307,12,芝,1200m,晴,良,6,7,57,90.7,13,450,-6,0
308,12,芝,1200m,晴,良,7,11,55,74.1,11,462,-10,0
309,12,芝,1200m,晴,良,8,6,55,74.8,12,510,+10,0
310,12,芝,1200m,晴,良,9,9,55,23.6,8,468,-12,0
311,12,芝,1200m,晴,良,10,14,57,4.9,1,452,-4,0
312,12,芝,1200m,晴,良,11,5,55,5.6,3,508,-10,0
313,12,芝,1200m,晴,良,12,12,57,71.2,10,424,-2,0
314,12,芝,1200m,晴,良,13,13,57,255.4,16,490,-10,0
315,12,芝,1200m,晴,良,14,4,55,8.5,6,466,-6,0
316,12,芝,1200m,晴,良,15,15,55,102.8,14,464,+2,0
317,1,ダート,1150m,晴,良,1,7,54,4.3,3,516,-4,170
318,1,ダート,1150m,晴,良,2,16,53,3.3,1,442,+8,150
319,1,ダート,1150m,晴,良,3,11,56,10.3,5,486,+2,190
320,1,ダート,1150m,晴,良,4,14,53,4.2,2,470,-6,0
321,1,ダート,1150m,晴,良,5,3,56,4.8,4,496,-6,0
322,1,ダート,1150m,晴,良,6,8,51,76.8,12,444,-14,0
323,1,ダート,1150m,晴,良,7,1,51,94.3,13,462,0,0
324,1,ダート,1150m,晴,良,8,4,56,29.0,6,432,-8,0
325,1,ダート,1150m,晴,良,9,10,51,30.9,7,458,-4,0
326,1,ダート,1150m,晴,良,10,5,56,229.2,15,494,+6,0
327,1,ダート,1150m,晴,良,11,2,54,41.3,8,444,0,0
328,1,ダート,1150m,晴,良,12,15,56,73.9,11,518,-8,0
329,1,ダート,1150m,晴,良,13,12,56,48.1,10,508,0,0
330,1,ダート,1150m,晴,良,14,6,53,243.6,16,430,+2,0
331,1,ダート,1150m,晴,良,15,9,51,42.6,9,438,0,0
332,1,ダート,1150m,晴,良,16,13,52,187.5,14,452,-28,0
333,2,芝,1200m,曇,良,1,14,54,18.0,7,468,-6,370
334,2,芝,1200m,曇,良,2,13,54,4.7,2,456,-4,160
335,2,芝,1200m,曇,良,3,10,54,3.2,1,468,0,140
336,2,芝,1200m,曇,良,4,3,53,41.8,9,424,-10,0
337,2,芝,1200m,曇,良,5,2,54,26.0,8,424,0,0
338,2,芝,1200m,曇,良,6,12,54,6.4,4,466,0,0
339,2,芝,1200m,曇,良,7,16,54,9.4,5,422,+10,0
340,2,芝,1200m,曇,良,8,4,54,56.3,10,470,0,0
341,2,芝,1200m,曇,良,9,6,54,56.7,11,446,0,0
342,2,芝,1200m,曇,良,10,11,51,5.5,3,452,+10,0
343,2,芝,1200m,曇,良,11,8,54,96.8,14,472,0,0
344,2,芝,1200m,曇,良,12,5,54,11.6,6,434,+8,0
345,2,芝,1200m,曇,良,13,1,53,62.6,12,444,0,0
346,2,芝,1200m,曇,良,14,15,54,94.5,13,408,0,0
347,2,芝,1200m,曇,良,15,7,53,123.7,15,418,0,0
348,2,芝,1200m,曇,良,16,9,54,306.6,16,456,0,0
349,3,ダート,1700m,曇,良,1,8,56,192.8,13,536,0,"2,660"
350,3,ダート,1700m,曇,良,2,6,56,5.9,3,492,-2,180
351,3,ダート,1700m,曇,良,3,4,56,2.6,1,468,+2,140
352,3,ダート,1700m,曇,良,4,7,56,13.7,6,426,+2,0
353,3,ダート,1700m,曇,良,5,15,56,10.2,5,448,-4,0
354,3,ダート,1700m,曇,良,6,2,56,48.8,9,434,-12,0
355,3,ダート,1700m,曇,良,7,5,53,4.1,2,502,-10,0
356,3,ダート,1700m,曇,良,8,12,53,18.1,7,438,-8,0
357,3,ダート,1700m,曇,良,9,13,52,79.3,11,448,+8,0
358,3,ダート,1700m,曇,良,10,1,56,90.2,12,502,0,0
359,3,ダート,1700m,曇,良,11,10,54,77.5,10,454,0,0
360,3,ダート,1700m,曇,良,12,9,54,438.2,15,468,-2,0
361,3,ダート,1700m,曇,良,13,14,53,217.0,14,434,-8,0
362,3,ダート,1700m,曇,良,14,3,56,29.5,8,524,-4,0
363,3,ダート,1700m,曇,良,15,11,56,7.2,4,476,0,0
364,4,芝,1800m,曇,良,1,2,56,2.7,1,438,0,140
365,4,芝,1800m,曇,良,2,13,53,11.6,7,464,+12,310
366,4,芝,1800m,曇,良,3,5,54,11.3,6,454,-4,240
367,4,芝,1800m,曇,良,4,8,53,7.0,3,484,0,0
368,4,芝,1800m,曇,良,5,6,56,8.2,4,442,-8,0
369,4,芝,1800m,曇,良,6,15,56,5.4,2,460,-8,0
370,4,芝,1800m,曇,良,7,11,54,216.7,15,434,-6,0
371,4,芝,1800m,曇,良,8,14,56,24.4,8,496,+16,0
372,4,芝,1800m,曇,良,9,4,56,26.9,10,444,+6,0
373,4,芝,1800m,曇,良,10,16,54,24.7,9,422,-6,0
374,4,芝,1800m,曇,良,11,1,51,47.8,11,448,-4,0
375,4,芝,1800m,曇,良,12,10,56,70.0,12,474,0,0
376,4,芝,1800m,曇,良,13,9,56,11.1,5,526,0,0
377,4,芝,1800m,曇,良,14,3,51,170.5,14,478,0,0
378,4,芝,1800m,曇,良,15,7,53,404.5,16,416,-20,0
379,4,芝,1800m,曇,良,16,12,55,142.4,13,524,0,0
380,5,芝,1200m,曇,良,1,11,56,3.4,2,452,-4,150
381,5,芝,1200m,曇,良,2,16,56,9.3,4,460,+4,220
382,5,芝,1200m,曇,良,3,2,56,16.1,8,466,+6,380
383,5,芝,1200m,曇,良,4,12,51,10.0,5,460,-8,0
384,5,芝,1200m,曇,良,5,7,53,68.5,11,440,-10,0
385,5,芝,1200m,曇,良,6,8,54,48.2,10,424,-6,0
386,5,芝,1200m,曇,良,7,4,54,158.3,14,446,-8,0
387,5,芝,1200m,曇,良,8,15,54,18.8,9,446,+2,0
388,5,芝,1200m,曇,良,9,6,55,94.4,12,440,+14,0
389,5,芝,1200m,曇,良,10,5,54,3.2,1,450,-6,0
390,5,芝,1200m,曇,良,11,10,54,15.4,7,488,-2,0
391,5,芝,1200m,曇,良,12,3,51,8.4,3,418,-10,0
392,5,芝,1200m,曇,良,13,1,51,149.5,13,420,-24,0
