,距離,馬場,着順,馬番,斤量,単勝,人気,増減,前着順,前距離,前馬番,前人気,複勝
2429,1800,0,6,3,54,4,3,0,13,1800,6,6,0
2430,1800,0,7,2,54,17.8,6,0,1,1800,11,5,0
2431,1800,0,8,8,54,21.8,7,-2,9,1800,12,14,0
2432,1800,0,9,4,54,8.8,5,0,12,1800,3,10,0
2433,1800,0,10,1,54,65.5,10,2,3,2100,9,1,0
2434,1200,0,1,2,53,12.1,6,14,7,1200,7,6,310
2435,1200,0,2,10,54,11.7,5,-18,12,1600,6,2,380
2436,1200,0,3,11,54,16,7,10,14,1600,13,7,500
2437,1200,0,4,12,54,5,3,0,4,1200,12,4,0
2438,1200,0,5,13,54,4.1,1,2,2,1600,7,8,0
2439,1200,0,6,14,54,4.3,2,-2,5,1200,9,4,0
2440,1200,0,7,1,53,54.2,10,0,5,1200,1,10,0
2441,1200,0,8,16,52,24.9,9,-6,15,1200,13,8,0
2442,1200,0,9,15,51,76.7,11,-8,12,1200,11,11,0
2443,1200,0,10,7,51,107.7,13,-4,11,1400,14,11,0
2444,1200,0,11,5,51,119.8,14,-6,8,1200,4,12,0
2445,1200,0,12,8,53,293.9,16,20,11,1000,3,13,0
2446,1200,0,13,9,54,272.6,15,0,5,1200,9,15,0
2447,1200,0,14,4,53,104.5,12,0,5,1200,4,12,0
2448,1200,0,15,3,54,16.2,8,-4,7,1200,6,6,0
2449,1200,0,1,2,56,5.1,2,-6,11,1000,12,5,190
2450,1200,0,2,12,51,10.4,5,0,12,1400,11,15,360
2451,1200,0,3,7,56,5.5,3,-10,8,1200,5,3,180
2452,1200,0,4,15,56,16.4,9,-14,14,1600,13,14,0
2453,1200,0,5,8,54,6,4,2,7,1400,16,6,0
2454,1200,0,6,3,53,34.6,11,-8,12,1800,3,14,0
2455,1200,0,7,10,52,12.5,6,-2,9,1600,2,9,0
2456,1200,0,8,11,54,4.7,1,-8,10,1400,13,3,0
2457,1200,0,9,5,54,62.5,12,-4,10,1400,9,10,0
2458,1200,0,10,4,54,12.6,7,12,7,1800,6,13,0
2459,1200,0,11,1,52,14.1,8,-4,17,1200,1,3,0
2460,1200,0,12,6,53,78.1,13,0,14,1600,14,13,0
2461,1200,0,13,16,51,30,10,-4,5,1200,6,14,0
2462,1200,0,14,13,53,86.5,14,-8,15,1400,1,14,0
2463,1200,0,15,14,55,241.1,16,0,16,1800,5,14,0
2464,1200,0,16,9,53,151.3,15,-10,14,1600,6,15,0
2465,1800,0,1,5,53,2.3,1,-10,2,1800,6,8,120
2466,1800,0,2,9,52,7.6,4,-4,8,1800,14,10,180
2467,1800,0,3,10,56,5.3,2,-12,5,1800,1,2,150
2468,1800,0,4,11,51,24.8,8,-6,12,1800,12,12,0
2469,1800,0,5,15,51,53.2,11,-2,13,2000,14,16,0
2470,1800,0,6,7,55,19.6,7,-2,7,1800,8,8,0
2471,1800,0,7,12,53,19.1,6,-10,10,1800,1,9,0
2472,1800,0,8,14,53,11.1,5,2,12,1800,16,3,0
2473,1800,0,9,3,51,56.3,12,0,8,1800,1,7,0
2474,1800,0,10,6,56,6.6,3,-6,6,1600,1,11,0
2475,1800,0,11,8,55,31,9,2,11,2000,5,12,0
2476,1800,0,12,4,56,40.1,10,-4,12,2000,13,14,0
2477,1800,0,13,1,51,82.1,13,-4,15,2000,2,14,0
2478,1800,0,14,2,54,180.7,14,-2,15,1800,14,12,0
2479,1800,0,15,13,51,245.6,15,-8,14,1800,14,11,0
2480,1800,0,16,16,53,448.9,16,-8,16,1800,16,16,0
2481,2000,0,1,10,55,6.1,3,0,3,2000,11,8,270
2482,2000,0,2,12,55,13.5,5,4,7,2000,9,4,430
2483,2000,0,3,9,55,73.8,11,-8,12,2000,9,11,1670
2484,2000,0,4,2,55,12.5,4,8,5,2000,5,5,0
2485,2000,0,5,7,55,16,6,-14,11,2200,5,9,0
2486,2000,0,6,1,55,18.5,7,-2,4,2000,10,10,0
2487,2000,0,7,3,55,21.7,8,0,8,2000,9,7,0
2488,2000,0,8,5,55,2,1,-4,3,2000,6,1,0
2489,2000,0,9,14,55,57.9,10,-8,7,1800,2,6,0
2490,2000,0,10,4,55,4.9,2,-6,5,2000,11,3,0
2491,2000,0,11,13,55,42.6,9,6,13,1600,12,10,0
2492,2000,0,12,6,55,113.4,12,0,7,2000,10,12,0
2493,2000,0,13,11,55,336.8,14,-4,5,1800,3,9,0
2494,2000,0,14,8,55,142.6,13,6,11,2000,5,18,0
2495,1200,0,1,15,53,20.9,10,-2,3,1200,6,9,440
2496,1200,0,2,11,53,7.2,2,4,6,1200,1,3,220
2497,1200,0,3,8,54,3.6,1,2,3,1200,3,2,150
2498,1200,0,4,16,52,13.7,7,0,10,1200,13,4,0
2499,1200,0,5,12,53,15.9,8,4,1,1200,13,1,0
2500,1200,0,6,3,56,7.3,3,-12,9,1400,7,2,0
2501,1200,0,7,2,54,12.8,6,0,4,1200,17,11,0
2502,1200,0,8,5,54,16.3,9,6,1,1200,7,7,0
2503,1200,0,9,13,53,29.3,12,0,7,1200,6,5,0
2504,1200,0,10,9,54,11.8,5,-6,1,1200,16,1,0
2505,1200,0,11,1,52,44.1,14,8,13,1200,5,11,0
2506,1200,0,12,6,54,61,15,-4,9,1200,2,8,0
2507,1200,0,13,7,52,127.5,16,-2,9,1200,7,11,0
2508,1200,0,14,14,52,21.5,11,-8,13,1200,1,7,0
2509,1200,0,15,4,52,33.9,13,-4,1,1200,2,9,0
2510,1200,0,16,10,53,7.4,4,-4,6,1200,10,6,0
2511,1800,0,1,6,57,4.7,2,0,4,1800,15,7,200
2512,1800,0,2,7,57,72.3,9,-8,11,1800,10,14,1520
2513,1800,0,3,8,55,16.5,7,0,10,1800,14,9,530
2514,1800,0,4,3,57,5.2,3,-6,2,1800,11,4,0
2515,1800,0,5,2,57,5.3,4,0,2,1800,12,10,0
2516,1800,0,6,4,57,25.4,8,-4,5,1800,8,8,0
2517,1800,0,7,5,57,3.6,1,-6,2,2000,5,3,0
2518,1800,0,8,9,57,5.5,5,2,5,1800,3,2,0
2519,1800,0,9,10,55,78.3,10,-4,9,2000,7,7,0
2520,1800,0,10,1,55,12.3,6,4,10,1600,14,9,0
2521,1800,0,1,9,54,1.9,1,-2,2,1800,7,3,110
2522,1800,0,2,3,54,5.4,3,-6,4,1800,6,9,140
2523,1800,0,3,5,54,7.4,4,0,5,1800,9,6,140
2524,1800,0,4,7,54,3.8,2,-4,3,1600,1,2,0
2525,1800,0,5,4,54,46.5,6,-8,6,1200,8,9,0
2526,1800,0,6,8,54,127.9,10,2,11,1400,12,11,0
2527,1800,0,7,1,52,45.1,5,6,7,1400,13,13,0
2528,1800,0,8,10,53,112.6,9,0,8,1600,5,14,0
2529,1800,0,9,6,54,77,8,-6,7,1200,11,11,0
2530,1800,0,10,2,54,61.3,7,4,8,1400,6,5,0
2531,1200,0,1,1,56,3.2,2,-2,4,1400,2,3,140
2532,1200,0,2,6,53,146.3,12,-8,10,1300,1,13,1410
2533,1200,0,3,14,54,2.1,1,2,2,1200,15,5,110
2534,1200,0,4,2,56,77.8,9,10,13,1800,5,10,0
2535,1200,0,5,13,54,11.3,5,-10,9,1400,11,11,0
2536,1200,0,6,12,56,58.9,6,0,6,1600,9,15,0
2537,1200,0,7,10,51,80.9,10,6,10,1400,12,12,0
2538,1200,0,8,4,51,119.7,11,-10,13,1200,5,12,0
2539,1200,0,9,15,54,67.2,8,-2,16,1600,12,9,0
2540,1200,0,10,16,54,158.7,13,-8,10,1400,9,6,0
2541,1200,0,11,8,56,66.2,7,-4,11,1400,8,16,0
2542,1200,0,12,11,53,359.9,16,8,12,1400,5,17,0
2543,1200,0,13,9,54,8.8,4,-2,14,1600,3,9,0
2544,1200,0,14,5,56,315.3,14,8,16,1200,9,15,0
2545,1200,0,15,7,51,332.9,15,-4,12,1800,1,9,0
2546,1200,0,16,3,56,6,3,0,5,1200,3,3,0
2547,1800,0,1,11,54,66.7,12,-2,9,1800,4,9,910
2548,1800,0,2,16,56,9.6,4,2,5,2400,9,12,270
2549,1800,0,3,14,56,2.2,1,-2,3,1600,17,3,140
2550,1800,0,4,8,56,34.6,8,6,11,1800,15,12,0
2551,1800,0,5,6,56,17.8,5,4,8,1800,5,5,0
2552,1800,0,6,2,54,3.5,2,2,3,1800,5,4,0
2553,1800,0,7,3,56,20.4,7,-4,4,1800,2,10,0
2554,1800,0,8,10,55,45,10,0,5,1800,10,10,0
2555,1800,0,9,4,54,34.6,9,6,7,2000,16,10,0
2556,1800,0,10,5,51,46.7,11,10,13,2000,13,6,0
2557,1800,0,11,7,51,231.9,14,0,14,1400,8,17,0
2558,1800,0,12,9,54,20.2,6,4,8,1600,13,9,0
2559,1800,0,13,12,51,229.5,13,-2,8,1800,15,14,0
2560,1800,0,14,1,56,7.2,3,-14,4,1600,13,5,0
2561,1800,0,15,13,56,478.3,16,2,15,1200,16,14,0
2562,1800,0,16,15,54,472.1,15,-4,13,1600,7,15,0
2563,1200,0,1,9,54,5.7,2,0,5,1200,9,2,150
2564,1200,0,2,16,54,2.3,1,0,5,1200,16,1,120
2565,1200,0,3,4,54,6.8,3,0,5,1200,4,3,180
2566,1200,0,4,12,54,46.5,8,0,5,1200,12,8,0
2567,1200,0,5,11,54,9.1,5,0,5,1200,11,5,0
2568,1200,0,6,8,54,18.2,6,0,5,1200,8,6,0
2569,1200,0,7,15,54,59,10,0,5,1200,15,10,0
2570,1200,0,8,2,54,48.9,9,0,5,1200,2,9,0
2571,1200,0,9,14,54,21.3,7,0,5,1200,14,7,0
2572,1200,0,10,3,54,7.8,4,0,5,1200,3,4,0
2573,1200,0,11,10,52,91,11,0,5,1200,10,11,0
2574,1200,0,12,5,54,126.4,14,0,5,1200,5,14,0
2575,1200,0,13,6,51,147.1,15,0,5,1200,6,15,0
2576,1200,0,14,1,51,110.1,12,0,5,1200,1,12,0
2577,1200,0,15,13,54,123.8,13,0,5,1200,13,13,0
2578,1200,0,16,7,51,193.6,16,0,5,1200,7,16,0
2579,2600,0,1,2,56,71.8,8,-2,8,2890,3,10,1650
2580,2600,0,2,6,57,25.3,7,-10,9,2400,4,7,740
2581,2600,0,3,8,53,2.9,1,2,3,2000,6,5,190
2582,2600,0,4,9,53,4.1,3,-6,6,2000,5,2,0
2583,2600,0,5,10,55,10.7,6,4,3,2400,2,1,0
2584,2600,0,6,7,57,9.9,5,6,4,2600,10,3,0
2585,2600,0,7,4,57,3.8,2,0,5,2000,11,2,0
2586,2600,0,8,1,57,6.5,4,10,12,2400,5,1,0
2587,2600,0,9,3,57,73.9,9,0,7,2400,4,11,0
2588,2600,0,10,5,52,273.4,10,0,15,2600,13,13,0
2589,1800,0,1,5,54,3.1,1,-2,10,2200,2,9,140
2590,1800,0,2,12,54,4.8,2,-2,3,2000,7,5,140
2591,1800,0,3,2,57,4.9,4,-4,7,1800,1,2,150
2592,1800,0,4,7,55,4.9,3,4,5,1600,14,3,0
2593,1800,0,5,1,55,23.8,7,2,7,2200,5,7,0
2594,1800,0,6,9,54,8.8,6,6,7,2400,4,16,0
2595,1800,0,7,11,57,33.4,8,-14,4,2000,1,7,0
2596,1800,0,8,6,54,8.7,5,-14,4,1600,8,3,0
2597,1800,0,9,4,57,216.6,12,-2,14,1600,9,16,0
2598,1800,0,10,8,57,183.3,10,-4,10,1800,10,9,0
2599,1800,0,11,3,57,191.4,11,-8,11,1600,4,14,0
2600,1800,0,12,10,57,231.7,13,-4,14,1800,14,15,0
2601,1800,0,13,13,57,110.8,9,-8,10,2000,4,11,0
2602,1200,0,1,11,55,6,3,4,4,1200,7,4,200
2603,1200,0,3,12,57,7.1,4,-2,5,1400,1,8,210
2604,1200,0,4,8,55,3.1,1,-6,1,1400,6,1,0
2605,1200,0,5,6,55,26.5,9,6,11,1200,1,8,0
2606,1200,0,6,1,57,8.1,5,-10,1,1200,10,7,0
2607,1200,0,7,4,57,41.8,10,0,8,1200,1,9,0
2608,1200,0,8,3,55,25.9,8,2,11,1200,9,10,0
2609,1200,0,9,7,57,4.7,2,-12,3,1200,11,5,0
2610,1200,0,10,5,55,15.9,7,-10,1,1200,1,8,0
2611,1200,0,11,2,57,58.6,11,-16,14,1400,6,13,0
2612,1200,0,12,9,57,90.2,12,2,5,1200,12,13,0
2613,1200,0,13,10,57,128.5,13,-10,13,1200,14,11,0
2614,1200,1,1,12,51,19.1,8,14,7,1600,6,6,410
2615,1200,1,2,10,54,3,1,6,3,1200,14,4,140
2616,1200,1,3,13,54,7,3,2,6,1200,13,5,180
2617,1200,1,4,14,51,207.3,16,0,13,1200,5,14,0
2618,1200,1,5,6,54,29.9,11,8,7,1200,5,9,0
2619,1200,1,6,9,54,18.1,7,4,8,2000,2,10,0
2620,1200,1,7,11,53,89.8,15,8,13,1400,15,11,0
2621,1200,1,8,4,52,72.7,13,-24,13,1200,7,11,0
2622,1200,1,9,1,54,24.2,9,-4,12,1200,15,9,0
2623,1200,1,11,5,54,5.5,2,-10,6,1200,14,8,0
2624,1200,1,12,16,54,28.1,10,0,7,1200,11,9,0
2625,1200,1,13,7,54,45.7,12,16,13,1200,16,10,0
2626,1200,1,14,15,51,82,14,-8,7,1000,14,9,0
2627,1200,1,15,8,53,7.3,4,0,5,1200,8,4,0
2628,1200,1,16,3,54,11.4,6,-10,14,1800,2,3,0
2629,1800,1,1,10,54,11.1,5,0,5,1800,10,5,260
2630,1800,1,2,9,54,12.8,6,0,5,1800,9,6,290
2631,1800,1,3,12,54,5.1,3,0,5,1800,12,3,190
2632,1800,1,4,4,54,83.4,12,0,5,1800,4,12,0
2633,1800,1,5,2,54,4.2,1,0,5,1800,2,1,0
2634,1800,1,6,14,53,9.2,4,0,5,1800,14,4,0
2635,1800,1,7,8,53,27,9,0,5,1800,8,9,0
2636,1800,1,8,1,54,13.6,7,0,5,1800,1,7,0
2637,1800,1,9,13,54,19.8,8,0,5,1800,13,8,0
2638,1800,1,10,3,54,93.7,13,0,5,1800,3,13,0
2639,1800,1,11,11,54,30.8,10,0,5,1800,11,10,0
2640,1800,1,12,15,54,121.4,15,0,5,1800,15,15,0
2641,1800,1,13,5,54,4.3,2,0,5,1800,5,2,0
2642,1800,1,14,7,52,61.3,11,0,5,1800,7,11,0
2643,1800,1,15,6,54,100.8,14,0,5,1800,6,14,0
2644,1200,1,1,10,54,15.9,6,0,5,1200,10,6,370
2645,1200,1,2,6,54,6.4,2,0,5,1200,6,2,240
2646,1200,1,3,8,51,28.7,8,0,5,1200,8,8,580
2647,1200,1,4,11,54,2.3,1,0,5,1200,11,1,0
2648,1200,1,5,16,54,19.6,7,0,5,1200,16,7,0
2649,1200,1,6,7,53,7.8,3,0,5,1200,7,3,0
2650,1200,1,7,2,54,8.9,4,0,5,1200,2,4,0
2651,1200,1,8,3,53,60.4,11,0,5,1200,3,11,0
2652,1200,1,9,13,52,11,5,0,5,1200,13,5,0
2653,1200,1,10,15,54,122.6,15,0,5,1200,15,15,0
2654,1200,1,11,14,54,33.4,9,0,5,1200,14,9,0
2655,1200,1,12,12,54,70.9,12,0,5,1200,12,12,0
2656,1200,1,13,1,51,119.6,14,0,5,1200,1,14,0
2657,1200,1,14,5,54,76,13,0,5,1200,5,13,0
2658,1200,1,15,9,54,35.4,10,0,5,1200,9,10,0
2659,1200,1,16,4,54,126.9,16,0,5,1200,4,16,0
2660,2000,1,1,10,56,3.7,1,0,5,2000,10,1,200
2661,2000,1,2,7,56,6.2,4,10,7,2000,17,11,230
2662,2000,1,3,3,56,19.1,7,2,5,1600,7,4,370
2663,2000,1,4,6,56,14,6,12,12,1800,16,2,0
2664,2000,1,5,2,55,29,10,0,8,2400,11,9,0
2665,2000,1,6,11,56,5.8,3,0,8,2200,10,1,0
2666,2000,1,7,5,56,26.4,8,0,7,2000,9,11,0
2667,2000,1,8,15,56,4.5,2,-8,3,2000,11,7,0
2668,2000,1,9,9,53,27.3,9,-12,7,1800,10,7,0
2669,2000,1,10,4,54,7.3,5,-6,7,1800,4,7,0
2670,2000,1,11,13,56,41,11,0,14,2400,5,10,0
2671,2000,1,12,14,51,115.9,14,-10,8,1600,5,14,0
2672,2000,1,13,1,53,94.8,12,-8,9,2100,3,10,0
2673,2000,1,14,12,52,121,15,0,5,2000,12,15,0
2674,2000,1,15,8,53,95.3,13,-12,11,2000,2,14,0
2675,1200,1,1,10,55,15.9,8,0,1,1200,2,1,450
2676,1200,1,2,2,57,7.7,4,-4,9,1000,6,5,240
2677,1200,1,3,11,54,5.4,3,-2,1,1400,1,6,210
2678,1200,1,4,7,57,32.7,12,-2,8,1200,2,7,0
2679,1200,1,5,8,55,23,10,-12,10,1200,5,5,0
2680,1200,1,6,12,57,14.8,7,4,6,1200,11,3,0
2681,1200,1,7,3,55,3.9,1,-2,7,1200,6,1,0
2682,1200,1,8,6,55,4.4,2,-4,4,1200,12,8,0
2683,1200,1,9,9,55,18.7,9,-8,6,1400,7,5,0
2684,1200,1,10,1,57,23.1,11,-2,12,1400,4,11,0
2685,1200,1,11,5,57,11.8,5,0,8,1400,8,6,0
2686,1200,1,12,4,55,13.4,6,0,13,1200,15,7,0
2687,1800,1,1,14,55,8.4,3,-6,6,2200,4,4,280
2688,1800,1,2,2,54,15.4,9,0,11,2400,5,18,520
2689,1800,1,3,13,53,10.9,6,6,1,1600,12,3,400
2690,1800,1,4,3,54,12,7,-6,9,2000,14,17,0
2691,1800,1,5,16,54,25.7,13,4,9,2400,1,4,0
2692,1800,1,6,11,53,9.3,5,0,4,1800,2,6,0
2693,1800,1,7,6,54,8.8,4,0,1,1600,6,1,0
2694,1800,1,8,4,53,41.8,15,8,1,1600,1,5,0
2695,1800,1,9,9,54,5.6,1,6,5,1800,8,3,0
2696,1800,1,10,8,51,36,14,-8,5,1800,8,3,0
2697,1800,1,11,5,56,5.9,2,8,3,1800,10,7,0
2698,1800,1,12,7,54,19.8,11,2,4,2000,6,9,0
2699,1800,1,13,10,54,14.2,8,4,1,1800,3,5,0
2700,1800,1,14,12,53,46.2,16,-4,13,2400,9,18,0
2701,1800,1,15,15,57,18.8,10,-16,18,2000,5,12,0
2702,1800,1,16,1,53,23.8,12,4,1,1800,10,3,0
2703,1200,1,1,9,55,20.7,7,-6,5,1200,12,5,490
2704,1200,1,2,7,55,13.7,5,8,8,1200,8,4,400
2705,1200,1,3,1,49,10.9,4,-4,9,1200,7,10,370
2706,1200,1,4,15,52,6.9,2,10,12,1400,3,7,0
2707,1200,1,5,11,54,68.9,14,6,7,1200,4,12,0
2708,1200,1,6,12,55,28.7,9,-4,12,1400,16,11,0
2709,1200,1,7,13,55,65.1,13,20,17,1400,17,14,0
2710,1200,1,8,5,57,43.5,11,4,8,2400,9,9,0
2711,1200,1,9,16,50,9,3,4,1,1200,3,2,0
2712,1200,1,10,8,54,59,12,4,8,1600,4,13,0
2713,1200,1,11,2,54,143.3,16,20,11,2880,9,10,0
2714,1200,1,12,10,54,20.4,6,2,6,1200,13,11,0
2715,1200,1,13,14,55,94.7,15,-2,16,1200,4,15,0
2716,1200,1,14,3,54,31.1,10,-6,9,1200,12,13,0
2717,1200,1,15,6,55,23,8,2,11,1000,8,4,0
2718,1200,1,16,4,52,1.8,1,-2,2,1200,4,1,0
2719,1800,0,1,7,54,2.6,1,0,5,1800,7,1,140
2720,1800,0,2,5,54,6.4,3,0,5,1800,5,3,180
2721,1800,0,3,4,54,21.1,8,0,5,1800,4,8,390
2722,1800,0,4,11,54,5.6,2,0,5,1800,11,2,0
2723,1800,0,5,16,53,18.2,6,0,5,1800,16,6,0
2724,1800,0,6,2,54,9.2,4,0,5,1800,2,4,0
2725,1800,0,7,6,54,70.9,14,0,5,1800,6,14,0
2726,1800,0,8,14,54,65.2,13,0,5,1800,14,13,0
2727,1800,0,9,10,54,21.7,9,0,5,1800,10,9,0
2728,1800,0,10,3,52,87.6,15,0,5,1800,3,15,0
2729,1800,0,11,13,54,15.8,5,0,5,1800,13,5,0
2730,1800,0,12,8,54,49.1,11,0,5,1800,8,11,0
2731,1800,0,13,15,54,111.7,16,0,5,1800,15,16,0
2732,1800,0,14,1,54,58.8,12,0,5,1800,1,12,0
2733,1800,0,15,12,54,19.6,7,0,5,1800,12,7,0
2734,1800,0,16,9,51,38.7,10,0,5,1800,9,10,0
2735,1200,0,1,5,54,3.8,2,0,10,1600,6,7,190
2736,1200,0,2,1,51,9.1,4,8,8,1200,15,3,270
2737,1200,0,3,10,54,14.2,5,-14,14,1400,18,12,380
2738,1200,0,4,2,56,4.6,3,-2,7,1200,5,2,0
2739,1200,0,5,9,56,52.7,11,-12,11,1200,3,7,0
2740,1200,0,6,16,54,3.2,1,0,5,1600,16,13,0
2741,1200,0,7,11,56,23.1,8,-2,6,1200,12,6,0
2742,1200,0,8,7,54,41.2,10,0,9,1200,1,9,0
2743,1200,0,9,14,51,64.2,12,-7,9,1400,3,8,0
2744,1200,0,10,8,54,14.8,6,8,6,1200,2,13,0
2745,1200,0,11,13,54,16,7,-14,12,1400,14,12,0
2746,1200,0,12,6,51,92.7,13,-8,9,1200,15,11,0
2747,1200,0,13,15,53,39.3,9,-2,10,1200,1,8,0
2748,1200,0,14,12,52,110.5,14,0,5,1200,12,14,0
2749,1200,0,15,4,54,118.8,15,0,5,1200,4,15,0
2750,1200,0,16,3,54,290,16,4,13,1600,2,11,0
2751,1200,0,1,1,52,5.3,3,0,2,1000,5,5,190
2752,1200,0,2,7,55,3.1,1,0,3,1200,7,1,130
2753,1200,0,3,12,55,18.1,7,-10,3,1400,18,12,410
2754,1200,0,4,2,57,7.9,5,-4,8,1600,1,1,0
2755,1200,0,5,11,52,6.5,4,-2,4,1600,11,8,0
2756,1200,0,6,8,57,12.7,6,-2,5,1600,1,4,0
2757,1200,0,7,5,54,4.3,2,-10,6,1200,10,1,0
2758,1200,0,8,15,55,50.8,9,8,12,1200,5,11,0
2759,1200,0,9,4,55,48.5,8,10,14,1200,8,12,0
2760,1200,0,10,6,55,234.1,16,-4,9,1400,9,18,0
2761,1200,0,11,16,57,104.8,13,6,10,2000,11,11,0
2762,1200,0,12,14,55,95.9,12,30,13,1200,6,9,0
2763,1200,0,13,10,55,65.9,10,-2,15,1200,5,11,0
2764,1200,0,14,13,55,141.7,14,-2,12,1400,6,15,0
2765,1200,0,15,3,57,79.3,11,0,14,1400,7,9,0
2766,1200,0,16,9,55,209.1,15,15,4,900,6,6,0
2767,2000,0,1,7,57,5,4,6,2,2500,4,4,180
2768,2000,0,2,8,57,4.6,2,-2,1,1800,6,2,170
2769,2000,0,3,6,57,7.5,5,-2,5,2000,7,8,190
2770,2000,0,4,3,55,21.3,7,-22,8,1800,12,7,0
2771,2000,0,5,9,57,33.5,9,0,8,1600,13,6,0
2772,2000,0,6,1,57,10.3,6,10,1,2000,7,6,0
2773,2000,0,7,10,55,112,10,2,11,2000,3,11,0
2774,2000,0,8,5,57,4.8,3,-10,8,2000,1,6,0
2775,2000,0,9,2,55,3.5,1,-10,1,2000,10,3,0
2776,2000,0,10,11,57,32.4,8,-2,3,1400,1,9,0
2777,2000,0,11,4,57,195.3,11,8,9,1800,9,9,0
2778,1800,0,1,2,56,1.7,1,-8,2,1600,10,1,110
2779,1800,0,2,6,56,8,4,0,9,1600,2,7,170
2780,1800,0,3,3,52,19.7,7,0,13,1800,13,12,340
2781,1800,0,4,5,52,12.2,6,4,7,2000,7,15,0
2782,1800,0,5,7,54,5.4,2,0,5,1600,9,10,0
2783,1800,0,6,8,55,9.5,5,4,12,1600,6,6,0
2784,1800,0,7,1,51,7.2,3,0,2,1800,4,9,0
2785,1800,0,8,4,50,111.6,8,0,11,1800,3,11,0
2786,1200,1,1,6,51,5.3,3,4,3,1400,2,6,170
2787,1200,1,2,2,54,6,4,-2,8,1400,9,4,180
2788,1200,1,3,7,54,34.1,7,2,6,1400,3,8,560
2789,1200,1,4,5,52,10.6,5,0,6,1400,4,9,0
2790,1200,1,5,3,54,16.1,6,6,12,1400,5,4,0
2791,1200,1,6,1,54,43.2,8,-6,7,1600,2,6,0
2792,1200,1,7,8,54,2.6,1,-4,4,1200,2,3,0
2793,1200,1,8,4,54,4.2,2,-4,5,1600,7,5,0
2794,1200,1,9,9,53,98.3,9,-4,8,1200,3,11,0
2795,2000,1,1,1,56,3.7,1,6,2,2200,15,7,170
2796,2000,1,2,9,51,16.9,8,2,7,1600,3,3,370
2797,2000,1,3,13,56,7,4,6,4,1800,12,11,220
2798,2000,1,4,7,54,13.6,6,4,5,1600,10,4,0
2799,2000,1,5,8,56,11.7,5,-6,8,2000,10,1,0
2800,2000,1,6,2,56,35.7,10,2,6,2000,11,9,0
2801,2000,1,7,15,53,87.2,12,12,10,2000,6,6,0
2802,2000,1,8,4,56,5.1,3,0,6,1800,10,1,0
2803,2000,1,9,6,56,4.1,2,8,4,2200,2,1,0
2804,2000,1,10,3,53,13.6,7,-2,13,1800,11,1,0
2805,2000,1,11,5,56,20.3,9,0,5,2000,5,9,0
2806,2000,1,12,14,56,260.5,15,0,11,2300,9,11,0
2807,2000,1,13,10,55,252.9,14,-4,14,1400,4,15,0
2808,2000,1,14,12,56,83.3,11,12,8,2100,10,7,0
2809,2000,1,15,11,56,113.7,13,-8,13,1900,11,14,0
2810,2000,1,1,5,51,13,4,0,5,2000,5,4,210
2811,2000,1,2,2,54,3.8,2,0,5,2000,2,2,120
2812,2000,1,3,7,54,1.9,1,0,5,2000,7,1,110
2813,2000,1,4,8,53,23.2,6,0,5,2000,8,6,0
2814,2000,1,5,6,54,45.5,8,0,5,2000,6,8,0
2815,2000,1,6,1,54,67.1,10,0,5,2000,1,10,0
2816,2000,1,7,3,54,17.3,5,0,5,2000,3,5,0
2817,2000,1,8,10,54,6.1,3,0,5,2000,10,3,0
2818,2000,1,9,11,54,59,9,0,5,2000,11,9,0
2819,2000,1,10,9,52,42.1,7,0,5,2000,9,7,0
2820,2000,1,11,4,54,133.8,11,0,5,2000,4,11,0
2821,1200,1,1,4,54,4.1,2,0,5,1200,4,2,180
2822,1200,1,2,6,54,50.7,10,0,5,1200,6,10,940
2823,1200,1,3,14,54,8.9,5,0,5,1200,14,5,250
2824,1200,1,4,15,54,6.5,4,0,5,1200,15,4,0
2825,1200,1,5,5,54,3.4,1,0,5,1200,5,1,0
2826,1200,1,6,8,54,36.6,9,0,5,1200,8,9,0
2827,1200,1,7,1,54,31,8,0,5,1200,1,8,0
2828,1200,1,8,13,51,17.7,6,0,5,1200,13,6,0
2829,1200,1,9,12,52,81.6,11,0,5,1200,12,11,0
2830,1200,1,10,2,53,95.8,12,0,5,1200,2,12,0
2831,1200,1,11,9,54,97.9,13,0,5,1200,9,13,0
2832,1200,1,12,11,54,6,3,0,5,1200,11,3,0
2833,1200,1,13,3,54,25.6,7,0,5,1200,3,7,0
2834,1200,1,14,7,54,108.5,14,0,5,1200,7,14,0
2835,1200,1,15,10,51,133.8,15,0,5,1200,10,15,0
2836,2000,1,1,8,52,1.3,1,0,4,2000,8,6,110
2837,2000,1,2,10,55,7.4,2,6,3,2000,4,3,150
2838,2000,1,3,11,53,16.8,5,2,5,1800,7,7,220
2839,2000,1,4,3,57,32.3,6,10,4,2400,6,4,0
2840,2000,1,5,5,54,10.9,4,-2,7,1800,5,1,0
2841,2000,1,6,4,55,89.4,9,10,6,2000,5,8,0
2842,2000,1,7,2,52,139.2,12,2,7,1800,11,15,0
2843,2000,1,8,13,54,8,3,-2,7,2200,6,5,0
2844,2000,1,9,12,55,117.2,11,4,11,1800,14,9,0
2845,2000,1,10,6,57,47.2,8,2,5,1800,9,8,0
2846,2000,1,11,1,54,113.8,10,-6,10,1200,8,12,0
2847,2000,1,12,7,57,33.5,7,-6,6,2400,3,7,0
2848,2000,1,13,9,55,158.6,13,0,8,1800,15,10,0
