着順,レース,芝ダ,距離,天候,馬場,馬番,斤量,単勝,人気,馬体重,増減
15,10,0,1200,0,0,14,54.0,10.4,4,460,0
16,10,0,1200,0,0,3,54.0,26.5,7,452,-10
1,11,1,1150,0,0,14,55.0,4.6,2,440,-4
2,11,1,1150,0,0,10,57.0,5.3,3,510,-6
3,11,1,1150,0,0,11,57.0,36.5,9,450,10
4,11,1,1150,0,0,15,55.0,20.8,7,472,-2
5,11,1,1150,0,0,4,57.0,3.6,1,474,-4
6,11,1,1150,0,0,2,55.0,58.3,11,404,-12
7,11,1,1150,0,0,13,55.0,87.3,13,462,-4
8,11,1,1150,0,0,8,57.0,33.2,8,484,-2
9,11,1,1150,0,0,7,55.0,11.0,6,442,-16
9,11,1,1150,0,0,16,55.0,54.7,10,470,2
11,11,1,1150,0,0,9,57.0,7.0,5,508,8
12,11,1,1150,0,0,1,57.0,6.5,4,496,4
13,11,1,1150,0,0,6,55.0,73.2,12,468,0
14,11,1,1150,0,0,3,55.0,92.0,14,454,-2
15,11,1,1150,0,0,5,55.0,155.0,16,438,0
1,12,0,2000,0,0,1,57.0,5.3,3,476,-4
2,12,0,2000,0,0,6,57.0,2.7,1,478,10
3,12,0,2000,0,0,7,57.0,3.9,2,488,-2
4,12,0,2000,0,0,4,57.0,9.2,5,442,-20
5,12,0,2000,0,0,9,57.0,8.2,4,452,-10
6,12,0,2000,0,0,11,55.0,22.2,8,452,-4
7,12,0,2000,0,0,5,57.0,17.6,7,444,-6
8,12,0,2000,0,0,8,55.0,14.1,6,470,-2
9,12,0,2000,0,0,3,55.0,205.6,11,418,6
10,12,0,2000,0,0,2,55.0,188.6,10,454,-4
11,12,0,2000,0,0,10,57.0,27.0,9,460,0
1,1,1,1150,0,1,10,56.0,3.4,2,490,-2
2,1,1,1150,0,1,2,53.0,9.4,4,428,-2
3,1,1,1150,0,1,14,54.0,2.2,1,440,0
4,1,1,1150,0,1,12,53.0,11.7,6,478,-2
5,1,1,1150,0,1,16,54.0,200.9,13,438,-2
6,1,1,1150,0,1,8,54.0,180.0,12,406,-4
7,1,1,1150,0,1,9,52.0,138.4,11,406,0
8,1,1,1150,0,1,5,53.0,137.2,10,464,8
9,1,1,1150,0,1,1,54.0,266.0,14,424,-4
10,1,1,1150,0,1,15,53.0,8.9,3,484,-6
11,1,1,1150,0,1,3,54.0,11.0,5,432,-8
12,1,1,1150,0,1,13,54.0,31.5,7,404,-2
13,1,1,1150,0,1,11,53.0,33.7,9,424,0
14,1,1,1150,0,1,4,54.0,285.4,15,454,10
15,1,1,1150,0,1,7,54.0,31.9,8,420,-4
16,1,1,1150,0,1,6,51.0,315.2,16,442,-6
1,2,0,1200,0,1,3,53.0,2.1,1,452,10
2,2,0,1200,0,1,1,54.0,22.9,9,436,-4
3,2,0,1200,0,1,14,51.0,12.5,5,462,6
4,2,0,1200,0,1,11,52.0,14.7,6,406,-2
5,2,0,1200,0,1,2,54.0,19.4,8,418,4
6,2,0,1200,0,1,16,54.0,6.9,3,388,0
7,2,0,1200,0,1,9,54.0,40.8,11,458,-4
8,2,0,1200,0,1,7,53.0,27.2,10,474,-8
9,2,0,1200,0,1,13,54.0,6.7,2,488,-10
10,2,0,1200,0,1,15,54.0,73.5,12,428,0
11,2,0,1200,0,1,5,51.0,268.2,16,430,4
12,2,0,1200,0,1,10,55.0,246.3,15,412,-8
13,2,0,1200,0,1,6,56.0,127.3,13,504,0
14,2,0,1200,0,1,8,54.0,11.6,4,404,-14
15,2,0,1200,0,1,12,55.0,144.3,14,424,0
16,2,0,1200,0,1,4,51.0,18.2,7,426,0
1,3,1,1700,0,1,4,51.0,2.4,1,454,-2
2,3,1,1700,0,1,14,52.0,33.9,8,446,-4
3,3,1,1700,0,1,9,54.0,6.3,3,466,-4
4,3,1,1700,0,1,6,54.0,21.5,7,462,-20
5,3,1,1700,0,1,15,51.0,238.3,15,458,14
6,3,1,1700,0,1,2,54.0,16.4,6,452,-2
7,3,1,1700,0,1,10,54.0,188.0,14,450,-14
8,3,1,1700,0,1,13,54.0,36.9,10,420,-10
9,3,1,1700,0,1,1,51.0,36.1,9,468,0
10,3,1,1700,0,1,7,54.0,7.9,4,500,0
11,3,1,1700,0,1,11,54.0,123.6,12,420,-12
12,3,1,1700,0,1,8,54.0,10.0,5,460,-8
13,3,1,1700,0,1,3,54.0,4.1,2,452,-4
14,3,1,1700,0,1,12,53.0,168.6,13,482,0
15,3,1,1700,0,1,5,51.0,94.9,11,458,0
1,6,1,1700,0,1,7,56.0,12.0,4,468,-8
2,6,1,1700,0,1,14,56.0,2.3,1,470,-8
3,6,1,1700,0,1,12,53.0,6.7,3,510,-2
4,6,1,1700,0,1,5,56.0,20.7,8,478,0
5,6,1,1700,0,1,4,54.0,4.3,2,460,-6
6,6,1,1700,0,1,13,54.0,16.0,6,428,6
7,6,1,1700,0,1,9,54.0,52.9,11,442,0
8,6,1,1700,0,1,11,53.0,154.9,14,466,2
9,6,1,1700,0,1,15,54.0,15.5,5,432,-16
10,6,1,1700,0,1,3,55.0,77.8,13,448,0
11,6,1,1700,0,1,10,54.0,17.9,7,482,0
12,6,1,1700,0,1,1,56.0,46.7,10,454,2
13,6,1,1700,0,1,8,53.0,20.9,9,480,0
14,6,1,1700,0,1,6,56.0,64.6,12,494,8
15,6,1,1700,0,1,2,56.0,156.8,15,468,0
1,7,0,1800,0,1,3,55.0,35.9,10,482,8
2,7,0,1800,0,1,10,55.0,15.1,8,536,-8
3,7,0,1800,0,1,7,52.0,4.0,2,418,-8
4,7,0,1800,0,1,15,55.0,178.1,15,506,-6
5,7,0,1800,0,1,14,54.0,10.7,4,450,2
6,7,0,1800,0,1,1,55.0,3.4,1,428,0
7,7,0,1800,0,1,13,55.0,52.1,12,402,-14
8,7,0,1800,0,1,12,53.0,63.4,13,458,20
9,7,0,1800,0,1,5,54.0,45.8,11,428,6
10,7,0,1800,0,1,8,52.0,12.7,6,458,4
11,7,0,1800,0,1,9,55.0,18.0,9,458,-14
12,7,0,1800,0,1,4,55.0,6.1,3,476,0
13,7,0,1800,0,1,6,55.0,14.5,7,466,16
14,7,0,1800,0,1,2,55.0,11.6,5,458,8
15,7,0,1800,0,1,16,52.0,191.0,16,474,-8
16,7,0,1800,0,1,11,52.0,177.0,14,438,2
1,8,1,1700,0,0,14,54.0,4.3,2,532,-10
2,8,1,1700,0,0,11,54.0,27.1,11,476,0
3,8,1,1700,0,0,9,56.0,5.3,3,474,-8
4,8,1,1700,0,0,1,55.0,16.4,7,470,-4
5,8,1,1700,0,0,13,57.0,76.7,13,468,-6
6,8,1,1700,0,0,7,54.0,11.0,5,508,22
7,8,1,1700,0,0,15,52.0,6.3,4,430,-6
8,8,1,1700,0,0,10,56.0,14.9,6,540,2
9,8,1,1700,0,0,6,54.0,3.7,1,482,-6
10,8,1,1700,0,0,2,54.0,26.6,10,496,-4
11,8,1,1700,0,0,12,57.0,121.4,14,524,-8
12,8,1,1700,0,0,4,54.0,26.4,9,502,-12
13,8,1,1700,0,0,5,57.0,25.6,8,472,0
14,8,1,1700,0,0,3,55.0,171.6,15,488,4
1,9,1,1150,0,0,2,54.0,6.7,3,488,-2
2,9,1,1150,0,0,10,57.0,26.5,9,522,-2
3,9,1,1150,0,0,5,54.0,15.5,6,488,-10
4,9,1,1150,0,0,16,57.0,15.9,7,486,-4
5,9,1,1150,0,0,8,55.0,10.8,4,436,6
6,9,1,1150,0,0,6,52.0,42.6,13,430,0
7,9,1,1150,0,0,11,57.0,37.8,11,478,-6
8,9,1,1150,0,0,15,57.0,73.1,14,476,12
9,9,1,1150,0,0,1,55.0,40.9,12,480,4
10,9,1,1150,0,0,3,56.0,3.1,1,476,-8
11,9,1,1150,0,0,4,52.0,15.1,5,436,-8
12,9,1,1150,0,0,13,56.0,187.2,16,490,16
1,10,0,1200,0,0,2,57.0,48.0,13,488,-4
2,10,0,1200,0,0,4,57.0,35.7,11,420,-4
3,10,0,1200,0,0,16,57.0,36.8,12,486,4
4,10,0,1200,0,0,1,57.0,17.3,5,480,2
5,10,0,1200,0,0,13,57.0,48.6,14,476,-4
6,10,0,1200,0,0,5,55.0,17.6,6,440,-8
7,10,0,1200,0,0,10,55.0,19.4,7,454,-4
8,10,0,1200,0,0,9,57.0,6.9,3,472,-8
9,10,0,1200,0,0,3,57.0,7.1,4,460,-2
10,10,0,1200,0,0,14,55.0,51.0,15,446,-2
11,10,0,1200,0,0,6,55.0,25.1,9,448,4
12,10,0,1200,0,0,8,57.0,24.0,8,466,-4
13,10,0,1200,0,0,11,57.0,4.1,2,502,-4
14,10,0,1200,0,0,12,55.0,3.0,1,464,-2
15,10,0,1200,0,0,15,57.0,32.4,10,460,-6
16,10,0,1200,0,0,7,55.0,211.6,16,436,-2
1,11,0,2000,0,0,10,54.0,8.0,5,506,4
2,11,0,2000,0,0,8,55.0,5.2,1,454,-6
3,11,0,2000,0,0,12,54.0,19.5,10,468,-6
4,11,0,2000,0,0,7,54.0,10.7,6,510,-16
5,11,0,2000,0,0,4,52.0,145.8,16,478,0
6,11,0,2000,0,0,1,54.0,13.5,8,518,-10
7,11,0,2000,0,0,14,55.0,7.0,3,496,4
8,11,0,2000,0,0,16,54.0,6.2,2,478,0
9,11,0,2000,0,0,11,56.0,7.7,4,464,-6
10,11,0,2000,0,0,6,54.0,12.4,7,452,0
11,11,0,2000,0,0,15,56.0,55.3,15,504,6
12,11,0,2000,0,0,5,53.0,19.2,9,466,-4
13,11,0,2000,0,0,2,54.0,52.6,14,522,-4
14,11,0,2000,0,0,9,55.0,25.3,11,470,2
15,11,0,2000,0,0,13,55.0,25.4,12,506,-4
16,11,0,2000,0,0,3,54.0,32.5,13,494,-8
1,12,0,2600,0,0,7,57.0,12.0,6,482,-6
2,12,0,2600,0,0,4,57.0,2.5,1,458,-8
3,12,0,2600,0,0,2,57.0,5.2,3,462,-12
4,12,0,2600,0,0,1,57.0,5.3,4,480,-2
5,12,0,2600,0,0,8,57.0,10.5,5,518,0
6,12,0,2600,0,0,5,55.0,14.7,7,418,-10
7,12,0,2600,0,0,6,55.0,4.4,2,468,2
8,12,0,2600,0,0,3,55.0,117.5,8,414,-6
1,1,1,1150,0,0,3,54.0,1.8,1,466,-6
2,1,1,1150,0,0,16,56.0,3.9,2,492,-6
3,1,1,1150,0,0,13,51.0,8.3,3,426,0
4,1,1,1150,0,0,2,54.0,13.6,5,464,0
5,1,1,1150,0,0,10,53.0,17.6,6,470,-4
6,1,1,1150,0,0,1,54.0,23.2,7,450,0
7,1,1,1150,0,0,15,53.0,41.1,8,474,0
8,1,1,1150,0,0,9,51.0,12.9,4,460,4
9,1,1,1150,0,0,8,54.0,239.9,16,426,0
10,1,1,1150,0,0,7,56.0,132.9,13,462,-4
11,1,1,1150,0,0,12,53.0,234.6,14,452,-16
12,1,1,1150,0,0,11,56.0,127.8,12,462,-2
13,1,1,1150,0,0,5,56.0,115.5,11,502,0
14,1,1,1150,0,0,4,51.0,66.8,9,398,-4
15,1,1,1150,0,0,6,56.0,78.1,10,526,10
16,1,1,1150,0,0,14,51.0,237.6,15,460,2
1,2,0,1200,0,0,4,53.0,25.1,6,458,-2
2,2,0,1200,0,0,11,54.0,3.6,2,460,-4
3,2,0,1200,0,0,13,56.0,2.6,1,468,-2
4,2,0,1200,0,0,12,56.0,45.4,8,452,-4
5,2,0,1200,0,0,6,56.0,5.8,3,490,18
6,2,0,1200,0,0,7,55.0,170.8,13,464,4
7,2,0,1200,0,0,5,51.0,7.0,4,432,-6
8,2,0,1200,0,0,15,54.0,7.8,5,474,-4
9,2,0,1200,0,0,1,56.0,47.7,9,400,-12
10,2,0,1200,0,0,3,54.0,40.6,7,432,-8
11,2,0,1200,0,0,9,54.0,195.1,15,402,-12
12,2,0,1200,0,0,2,54.0,92.8,11,422,-8
13,2,0,1200,0,0,14,55.0,176.2,14,448,2
14,2,0,1200,0,0,10,53.0,100.8,12,416,0
15,2,0,1200,0,0,8,51.0,86.8,10,400,-4
16,2,0,1200,0,0,16,51.0,198.6,16,436,16
1,3,1,1700,0,0,9,56.0,1.6,1,510,-4
2,3,1,1700,0,0,12,56.0,6.8,2,504,-8
3,3,1,1700,0,0,13,53.0,9.1,3,436,-6
4,3,1,1700,0,0,6,56.0,9.5,4,446,2
5,3,1,1700,0,0,8,56.0,12.4,5,504,2
6,3,1,1700,0,0,4,56.0,13.8,6,456,4
7,3,1,1700,0,0,14,56.0,258.4,13,478,-4
8,3,1,1700,0,0,11,56.0,436.4,14,514,-4
9,3,1,1700,0,0,2,56.0,211.2,12,516,0
10,3,1,1700,0,0,7,51.0,118.1,11,442,-2
11,3,1,1700,0,0,3,54.0,29.1,8,498,2
12,3,1,1700,0,0,5,56.0,109.1,10,494,-4
13,3,1,1700,0,0,15,56.0,437.6,15,494,-6
14,3,1,1700,0,0,1,56.0,19.8,7,462,-2
15,3,1,1700,0,0,10,56.0,38.9,9,510,2
1,6,1,1700,0,0,8,55.0,5.0,2,488,-10
2,6,1,1700,0,0,9,57.0,10.6,5,510,-6
3,6,1,1700,0,0,13,56.0,16.6,7,506,-2
4,6,1,1700,0,0,3,54.0,26.3,9,486,0
5,6,1,1700,0,0,10,57.0,8.4,3,464,0
6,6,1,1700,0,0,11,54.0,9.9,4,516,-10
7,6,1,1700,0,0,6,57.0,2.0,1,464,-2
8,6,1,1700,0,0,14,57.0,97.6,11,476,-2
9,6,1,1700,0,0,1,57.0,164.2,12,498,-4
10,6,1,1700,0,0,5,57.0,23.8,8,484,-8
11,6,1,1700,0,0,4,57.0,31.4,10,456,-18
12,6,1,1700,0,0,12,52.0,209.8,13,516,4
13,6,1,1700,0,0,7,55.0,270.2,14,420,4
14,6,1,1700,0,0,2,57.0,16.0,6,508,-8
1,7,0,2000,0,0,13,56.0,6.8,4,450,2
2,7,0,2000,0,0,4,56.0,5.9,3,452,0
3,7,0,2000,0,0,7,56.0,40.8,12,438,2
4,7,0,2000,0,0,14,53.0,9.5,5,452,-12
5,7,0,2000,0,0,10,56.0,46.8,13,454,-10
6,7,0,2000,0,0,3,56.0,4.5,1,490,-4
7,7,0,2000,0,0,2,56.0,15.5,7,434,-10
8,7,0,2000,0,0,5,54.0,5.6,2,410,-18
9,7,0,2000,0,0,8,53.0,61.8,14,440,-16
10,7,0,2000,0,0,15,54.0,12.3,6,422,-18
11,7,0,2000,0,0,12,54.0,22.3,10,426,-4
12,7,0,2000,0,0,9,54.0,16.0,8,458,-2
13,7,0,2000,0,0,16,56.0,22.7,11,492,0
14,7,0,2000,0,0,1,53.0,202.3,16,474,-2
15,7,0,2000,0,0,11,54.0,16.1,9,472,20
16,7,0,2000,0,0,6,56.0,109.3,15,450,2
1,8,1,1150,0,0,10,55.0,6.4,2,458,-6
2,8,1,1150,0,0,2,55.0,2.0,1,492,-6
3,8,1,1150,0,0,16,55.0,14.1,6,474,-4
4,8,1,1150,0,0,13,55.0,11.2,4,458,-4
5,8,1,1150,0,0,15,55.0,67.6,11,458,-2
6,8,1,1150,0,0,12,55.0,28.6,9,474,-4
7,8,1,1150,0,0,9,55.0,15.7,7,484,-6
8,8,1,1150,0,0,8,52.0,11.3,5,420,6
9,8,1,1150,0,0,1,52.0,156.3,15,442,-6
10,8,1,1150,0,0,7,52.0,7.3,3,408,-12
11,8,1,1150,0,0,14,55.0,160.7,16,444,-10
12,8,1,1150,0,0,6,55.0,153.2,14,420,0
13,8,1,1150,0,0,5,55.0,29.2,10,492,-4
14,8,1,1150,0,0,11,55.0,98.9,13,454,-2
15,8,1,1150,0,0,3,55.0,84.4,12,444,-8
16,8,1,1150,0,0,4,55.0,27.8,8,460,10
1,9,0,1800,0,0,8,54.0,11.7,5,454,-2
2,9,0,1800,0,0,2,57.0,15.1,7,462,0
3,9,0,1800,0,0,1,57.0,6.7,3,488,0
4,9,0,1800,0,0,15,54.0,13.2,6,446,0
5,9,0,1800,0,0,14,57.0,2.6,1,510,-6
6,9,0,1800,0,0,13,57.0,25.4,11,446,0
7,9,0,1800,0,0,11,57.0,208.7,15,500,-4
8,9,0,1800,0,0,10,55.0,15.6,8,444,6
9,9,0,1800,0,0,9,54.0,106.1,12,422,-6
10,9,0,1800,0,0,12,54.0,6.6,2,442,0
11,9,0,1800,0,0,7,54.0,21.0,10,482,4
12,9,0,1800,0,0,5,57.0,136.4,13,460,-10
13,9,0,1800,0,0,4,57.0,8.3,4,502,2
14,9,0,1800,0,0,6,57.0,19.0,9,420,-2
15,9,0,1800,0,0,3,57.0,207.5,14,448,-6
16,9,0,1800,0,0,16,55.0,294.5,16,398,-14
1,10,0,1200,0,0,2,57.0,4.8,2,524,-8
2,10,0,1200,0,0,7,55.0,10.3,7,494,-6
3,10,0,1200,0,0,3,57.0,10.1,6,458,-10
4,10,0,1200,0,0,9,55.0,6.7,5,446,4
5,10,0,1200,0,0,1,57.0,14.1,8,476,-4
6,10,0,1200,0,0,6,57.0,4.6,1,482,12
7,10,0,1200,0,0,12,55.0,21.9,9,454,2
8,10,0,1200,0,0,10,55.0,91.6,11,450,-2
9,10,0,1200,0,0,13,57.0,148.7,12,474,-8
10,10,0,1200,0,0,14,55.0,6.0,3,476,10
11,10,0,1200,0,0,11,55.0,74.4,10,436,2
12,10,0,1200,0,0,4,55.0,223.2,15,448,-2
13,10,0,1200,0,0,8,57.0,232.5,16,472,-12
14,10,0,1200,0,0,16,55.0,207.7,14,460,-2
15,10,0,1200,0,0,5,55.0,191.6,13,412,-10
16,10,0,1200,0,0,15,55.0,6.6,4,510,2
1,11,0,1800,0,0,7,54.0,16.3,7,512,0
2,11,0,1800,0,0,4,54.0,2.8,1,458,-2
3,11,0,1800,0,0,12,54.0,7.7,4,450,-14
4,11,0,1800,0,0,5,54.0,3.9,2,464,-6
5,11,0,1800,0,0,3,54.0,5.7,3,416,8
6,11,0,1800,0,0,11,54.0,12.1,6,478,-6
7,11,0,1800,0,0,10,54.0,69.3,10,462,-4
8,11,0,1800,0,0,9,54.0,18.7,8,422,0
9,11,0,1800,0,0,6,54.0,10.1,5,474,0
10,11,0,1800,0,0,2,54.0,46.9,9,430,0
11,11,0,1800,0,0,8,54.0,197.0,12,472,-10
12,11,0,1800,0,0,1,54.0,80.2,11,496,8
1,12,1,1700,0,0,4,57.0,7.5,3,534,4
2,12,1,1700,0,0,12,57.0,9.9,4,450,-2
3,12,1,1700,0,0,7,57.0,2.4,1,504,-6
4,12,1,1700,0,0,14,57.0,3.9,2,468,-4
5,12,1,1700,0,0,10,57.0,24.6,7,468,-12
6,12,1,1700,0,0,15,55.0,14.1,6,452,-4
7,12,1,1700,0,0,3,57.0,36.4,10,490,8
8,12,1,1700,0,0,9,57.0,31.2,8,462,-2
9,12,1,1700,0,0,5,57.0,55.2,13,454,-2
10,12,1,1700,0,0,2,57.0,40.7,11,490,0
11,12,1,1700,0,0,6,57.0,253.8,15,458,4
12,12,1,1700,0,0,13,57.0,32.9,9,484,-2
13,12,1,1700,0,0,11,57.0,149.9,14,482,0
14,12,1,1700,0,0,8,55.0,11.8,5,434,2
15,12,1,1700,0,0,1,57.0,42.3,12,456,-10
1,1,1,1150,0,0,13,54.0,2.4,1,440,0
2,1,1,1150,0,0,8,56.0,36.6,8,442,-8
3,1,1,1150,0,0,6,56.0,10.8,5,460,-12
4,1,1,1150,0,0,14,53.0,10.9,6,456,-2
5,1,1,1150,0,0,5,51.0,4.8,2,412,-6
6,1,1,1150,0,0,1,53.0,5.4,3,440,-14
7,1,1,1150,0,0,12,54.0,162.6,12,456,14
8,1,1,1150,0,0,16,56.0,228.5,16,478,-2
9,1,1,1150,0,0,11,54.0,116.7,10,410,-6
10,1,1,1150,0,0,4,54.0,52.2,9,424,-18
11,1,1,1150,0,0,2,56.0,139.1,11,474,2
12,1,1,1150,0,0,15,56.0,10.1,4,492,-10
13,1,1,1150,0,0,9,55.0,12.6,7,470,0
14,1,1,1150,0,0,3,54.0,172.8,14,422,0
15,1,1,1150,0,0,7,54.0,208.7,15,496,0
1,2,0,1800,0,0,14,51.0,53.4,9,486,20
2,2,0,1800,0,0,5,51.0,7.8,4,414,6
3,2,0,1800,0,0,12,54.0,2.8,1,462,-2
4,2,0,1800,0,0,11,54.0,5.0,3,450,10
5,2,0,1800,0,0,10,54.0,7.9,5,424,-10
6,2,0,1800,0,0,13,54.0,89.5,10,422,0
7,2,0,1800,0,0,9,54.0,3.3,2,448,0
8,2,0,1800,0,0,15,51.0,27.2,6,458,4
9,2,0,1800,0,0,8,54.0,258.6,13,464,-8
10,2,0,1800,0,0,4,54.0,28.9,7,436,10
11,2,0,1800,0,0,2,53.0,96.8,11,408,-16
12,2,0,1800,0,0,7,54.0,224.2,12,484,2
13,2,0,1800,0,0,1,54.0,49.4,8,452,0
14,2,0,1800,0,0,6,51.0,545.0,15,374,-14
15,2,0,1800,0,0,3,54.0,300.1,14,422,-8
1,3,1,1700,0,0,5,54.0,31.5,10,458,8
2,3,1,1700,0,0,15,55.0,17.4,8,460,6
3,3,1,1700,0,0,4,53.0,7.9,3,472,16
4,3,1,1700,0,0,10,55.0,3.9,2,500,-4
5,3,1,1700,0,0,12,56.0,13.3,6,472,-12
6,3,1,1700,0,0,1,56.0,3.2,1,504,0
7,3,1,1700,0,0,6,56.0,33.9,11,484,0
8,3,1,1700,0,0,3,53.0,62.2,14,464,-4
9,3,1,1700,0,0,13,53.0,14.0,7,470,6
10,3,1,1700,0,0,7,54.0,46.7,12,432,-12
11,3,1,1700,0,0,11,53.0,333.4,15,456,-8
12,3,1,1700,0,0,2,56.0,25.0,9,494,-10
13,3,1,1700,0,0,8,55.0,11.4,5,502,0
14,3,1,1700,0,0,9,56.0,56.4,13,478,4
15,3,1,1700,0,0,14,56.0,8.6,4,430,-10
1,5,1,1700,0,0,1,54.0,5.5,3,490,4
2,5,1,1700,0,0,12,54.0,3.2,2,484,-14
3,5,1,1700,0,0,11,53.0,16.4,7,432,-2
4,5,1,1700,0,0,9,54.0,3.0,1,506,-2
5,5,1,1700,0,0,6,51.0,256.1,15,444,-6
6,5,1,1700,0,0,13,54.0,35.4,9,490,0
7,5,1,1700,0,0,14,51.0,46.6,10,450,4
8,5,1,1700,0,0,5,54.0,215.4,13,420,0
9,5,1,1700,0,0,3,52.0,32.2,8,452,-12
10,5,1,1700,0,0,8,51.0,106.4,11,436,-6
11,5,1,1700,0,0,10,54.0,7.8,4,442,0
12,5,1,1700,0,0,2,51.0,16.2,6,438,-4
13,5,1,1700,0,0,15,54.0,129.8,12,504,-2
14,5,1,1700,0,0,4,51.0,11.9,5,482,10
15,5,1,1700,0,0,7,54.0,228.3,14,460,-2
1,6,0,1200,0,0,16,56.0,4.0,2,462,-4
2,6,0,1200,0,0,6,51.0,11.8,4,412,-8
3,6,0,1200,0,0,1,56.0,43.9,8,462,4
4,6,0,1200,0,0,5,54.0,48.7,9,436,4
5,6,0,1200,0,0,13,51.0,39.0,7,406,0
6,6,0,1200,0,0,3,53.0,56.6,10,430,2
7,6,0,1200,0,0,12,51.0,18.8,5,424,-10
8,6,0,1200,0,0,14,53.0,151.4,14,434,-16
9,6,0,1200,0,0,7,56.0,5.6,3,476,0
10,6,0,1200,0,0,8,51.0,1.8,1,450,2
11,6,0,1200,0,0,9,54.0,138.5,13,466,0
12,6,0,1200,0,0,15,55.0,121.8,12,448,14
13,6,0,1200,0,0,11,56.0,388.0,16,438,-6
14,6,0,1200,0,0,10,53.0,31.4,6,466,6
15,6,0,1200,0,0,4,52.0,221.9,15,408,-22
1,7,1,1150,0,0,9,56.0,13.0,5,456,0
2,7,1,1150,0,0,14,57.0,20.0,7,504,2
3,7,1,1150,0,0,1,57.0,3.0,1,510,2
4,7,1,1150,0,0,10,57.0,3.5,2,522,-4
5,7,1,1150,0,0,11,57.0,15.4,6,488,2
6,7,1,1150,0,0,16,57.0,40.4,14,476,2
7,7,1,1150,0,0,13,52.0,36.0,13,438,0
8,7,1,1150,0,0,15,57.0,11.2,4,476,0
9,7,1,1150,0,0,12,57.0,20.6,8,486,-6
10,7,1,1150,0,0,4,57.0,25.8,10,524,-6
11,7,1,1150,0,0,6,57.0,10.3,3,500,12
12,7,1,1150,0,0,5,57.0,34.1,12,482,-8
13,7,1,1150,0,0,3,54.0,23.5,9,482,0
14,7,1,1150,0,0,7,57.0,56.7,15,488,1
15,7,1,1150,0,0,2,56.0,31.4,11,474,-6
16,7,1,1150,0,0,8,54.0,253.9,16,482,0
1,8,0,1200,0,0,5,55.0,90.2,12,448,2
2,8,0,1200,0,0,12,52.0,2.6,1,430,-4
3,8,0,1200,0,0,4,53.0,12.6,6,458,2
4,8,0,1200,0,0,10,54.0,66.1,11,460,0
5,8,0,1200,0,0,2,52.0,4.8,2,470,-4
6,8,0,1200,0,0,8,54.0,8.2,4,446,-4
7,8,0,1200,0,0,14,52.0,16.9,8,432,2
8,8,0,1200,0,0,9,55.0,8.5,5,448,-2
9,8,0,1200,0,0,3,56.0,7.8,3,504,-2
10,8,0,1200,0,0,13,56.0,30.5,9,470,6
11,8,0,1200,0,0,11,52.0,215.6,13,426,0
12,8,0,1200,0,0,6,54.0,34.7,10,460,0
13,8,0,1200,0,0,1,57.0,16.0,7,468,8
14,8,0,1200,0,0,7,55.0,255.8,14,418,-14
1,9,1,1700,0,0,4,57.0,7.7,4,480,-6
2,9,1,1700,0,0,5,54.0,1.9,1,486,-2
3,9,1,1700,0,0,15,54.0,4.5,2,464,-4
4,9,1,1700,0,0,12,57.0,23.1,6,450,0
5,9,1,1700,0,0,6,55.0,125.5,13,490,2
6,9,1,1700,0,0,1,56.0,44.2,7,484,0
7,9,1,1700,0,0,10,57.0,116.4,12,486,-8
8,9,1,1700,0,0,8,57.0,156.4,14,432,10
9,9,1,1700,0,0,2,52.0,55.8,10,474,-15
10,9,1,1700,0,0,3,57.0,114.3,11,508,-16
11,9,1,1700,0,0,7,55.0,50.5,9,436,-19
12,9,1,1700,0,0,11,57.0,5.4,3,490,-6
13,9,1,1700,0,0,9,57.0,23.1,5,496,-2
14,9,1,1700,0,0,13,57.0,45.2,8,536,0
15,9,1,1700,0,0,14,54.0,301.7,15,464,18
1,10,0,2600,0,0,10,57.0,12.5,7,488,-4
2,10,0,2600,0,0,11,57.0,44.4,13,454,2
3,10,0,2600,0,0,4,57.0,5.6,3,442,-16
4,10,0,2600,0,0,15,57.0,8.1,4,470,-6
5,10,0,2600,0,0,3,57.0,124.0,15,446,0
6,10,0,2600,0,0,14,57.0,14.7,8,448,4
7,10,0,2600,0,0,1,57.0,10.7,5,502,6
8,10,0,2600,0,0,6,57.0,21.8,10,446,-4
9,10,0,2600,0,0,8,57.0,47.1,14,494,-6
10,10,0,2600,0,0,16,57.0,12.2,6,492,10
11,10,0,2600,0,0,13,57.0,41.7,12,434,0
12,10,0,2600,0,0,5,57.0,4.6,1,460,-4
13,10,0,2600,0,0,2,57.0,20.0,9,512,2
14,10,0,2600,0,0,12,57.0,4.7,2,450,-4
15,10,0,2600,0,0,7,57.0,313.3,16,458,-2
16,10,0,2600,0,0,9,57.0,41.3,11,474,-2
1,11,0,1200,0,0,16,57.0,4.5,2,474,-4
2,11,0,1200,0,0,14,56.0,4.0,1,476,-8
3,11,0,1200,0,0,8,54.0,17.4,8,480,-14
4,11,0,1200,0,0,5,54.0,29.6,11,472,-6
5,11,0,1200,0,0,15,54.0,16.2,7,456,-2
6,11,0,1200,0,0,2,53.0,4.7,3,464,2
7,11,0,1200,0,0,6,52.0,13.0,6,430,2
8,11,0,1200,0,0,10,53.0,21.1,9,446,0
9,11,0,1200,0,0,11,53.0,7.7,4,468,-10
10,11,0,1200,0,0,7,55.0,12.2,5,478,-8
11,11,0,1200,0,0,3,50.0,215.3,16,448,0
